po_no,vendor_code,plant_code,po_date,material,qty,rate,amount
PO-2024-04071,VEND-0052,PLNT-09,2024-10-27,Security Services,4959,135.09,669911.31
PO-2024-04072,VEND-0091,PLNT-09,2025-02-10,Shrink Sleeve,1205,731.3,881216.5
PO-2024-04072,VEND-0091,PLNT-09,2025-02-10,Corrugated Box,1819,380.89,692838.91
PO-2024-04072,VEND-0091,PLNT-09,2025-02-10,Shrink Sleeve,666,737.05,490875.3
PO-2024-04072,VEND-0091,PLNT-09,2025-02-10,Mono Carton,1552,569.86,884422.72
PO-2024-04073,VEND-0066,PLNT-01,2024-06-28,Glucose Syrup,3620,731.05,2646401.0
PO-2024-04074,VEND-0079,PLNT-15,2025-05-23,Refined Sugar,1694,757.8,1283713.2
PO-2024-04074,VEND-0079,PLNT-15,2025-05-23,Edible Starch,4804,581.62,2794102.48
PO-2024-04074,VEND-0079,PLNT-15,2025-05-23,Refined Sugar,2060,500.71,1031462.6
PO-2024-04074,VEND-0079,PLNT-15,2025-05-23,Menthol Crystals,325,147.26,47859.5
PO-2024-04075,VEND-0105,PLNT-07,2024-02-17,Security Services,1691,364.73,616758.43
PO-2024-04075,VEND-0105,PLNT-07,2024-02-17,Housekeeping,4619,663.49,3064660.31
PO-2024-04075,VEND-0105,PLNT-07,2024-02-17,Consulting,1884,292.44,550956.96
PO-2024-04075,VEND-0105,PLNT-07,2024-02-17,Housekeeping,1984,29.6,58726.4
PO-2024-04076,VEND-0085,PLNT-05,2024-04-01,Mono Carton,1479,774.15,1144967.85
PO-2024-04077,VEND-0011,PLNT-11,2025-03-18,Secondary Freight,2345,654.27,1534263.15
PO-2024-04078,VEND-0093,PLNT-11,2024-01-10,Permitted Colour,3051,419.54,1280016.54
PO-2024-04079,VEND-0052,PLNT-07,2025-03-03,IT AMC,2436,886.3,2159026.8
PO-2024-04080,VEND-0089,PLNT-13,2024-02-11,Consulting,4527,821.56,3719202.12
PO-2024-04080,VEND-0089,PLNT-13,2024-02-11,Consulting,1221,622.01,759474.21
PO-2024-04080,VEND-0089,PLNT-13,2024-02-11,AMC-Machinery,2046,616.42,1261195.32
PO-2024-04081,VEND-0013,PLNT-02,2025-05-17,Security Services,468,204.55,95729.4
PO-2024-04081,VEND-0013,PLNT-02,2025-05-17,Housekeeping,75,147.13,11034.75
PO-2024-04081,VEND-0013,PLNT-02,2025-05-17,AMC-Machinery,3220,818.22,2634668.4
PO-2024-04082,VEND-0090,PLNT-02,2024-02-18,Cardamom Oil,3111,664.63,2067663.93
PO-2024-04082,VEND-0090,PLNT-02,2024-02-18,Cocoa Mass,4322,868.97,3755688.34
PO-2024-04082,VEND-0090,PLNT-02,2024-02-18,Mint Flavour,3570,672.36,2400325.2
PO-2024-04082,VEND-0090,PLNT-02,2024-02-18,Cardamom Oil,3494,384.48,1343373.12
PO-2024-04083,VEND-0017,PLNT-07,2024-09-06,Cardamom Oil,3268,696.53,2276260.04
PO-2024-04083,VEND-0017,PLNT-07,2024-09-06,Permitted Colour,3394,661.93,2246590.42
PO-2024-04083,VEND-0017,PLNT-07,2024-09-06,Permitted Colour,3156,146.86,463490.16
PO-2024-04084,VEND-0113,PLNT-08,2024-10-30,Refined Sugar,4565,221.62,1011695.3
PO-2024-04085,VEND-0102,PLNT-01,2024-04-14,PET Bottle 500ml,1282,156.02,200017.64
PO-2024-04085,VEND-0102,PLNT-01,2024-04-14,Mono Carton,932,354.43,330328.76
PO-2024-04085,VEND-0102,PLNT-01,2024-04-14,PET Bottle 500ml,3688,520.4,1919235.2
PO-2024-04086,VEND-0110,PLNT-08,2024-10-25,Mono Carton,303,656.21,198831.63
PO-2024-04086,VEND-0110,PLNT-08,2024-10-25,Wrapper Film,1470,835.19,1227729.3
PO-2024-04087,VEND-0119,PLNT-13,2025-01-30,AMC-Machinery,2245,497.75,1117448.75
PO-2024-04088,VEND-0042,PLNT-10,2024-10-24,Milk Solids,1613,720.95,1162892.35
PO-2024-04089,VEND-0052,PLNT-02,2024-01-25,AMC-Machinery,1705,230.62,393207.1
PO-2024-04089,VEND-0052,PLNT-02,2024-01-25,Consulting,4452,19.74,87882.48
PO-2024-04089,VEND-0052,PLNT-02,2024-01-25,AMC-Machinery,4775,824.29,3935984.75
PO-2024-04090,VEND-0117,PLNT-15,2024-08-04,Security Services,1280,17.31,22156.8
PO-2024-04090,VEND-0117,PLNT-15,2024-08-04,IT AMC,4075,16.39,66789.25
PO-2024-04090,VEND-0117,PLNT-15,2024-08-04,Consulting,4238,478.46,2027713.48
PO-2024-04090,VEND-0117,PLNT-15,2024-08-04,Security Services,4945,64.82,320534.9
PO-2024-04091,VEND-0106,PLNT-09,2025-03-13,Cocoa Mass,2646,339.57,898502.22
PO-2024-04091,VEND-0106,PLNT-09,2025-03-13,Citric Acid,1163,27.97,32529.11
PO-2024-04091,VEND-0106,PLNT-09,2025-03-13,Mint Flavour,3526,809.83,2855460.58
PO-2024-04092,VEND-0039,PLNT-01,2024-04-13,Shrink Sleeve,365,355.49,129753.85
PO-2024-04092,VEND-0039,PLNT-01,2024-04-13,Shrink Sleeve,3539,452.4,1601043.6
PO-2024-04093,VEND-0039,PLNT-02,2024-12-29,Wrapper Film,3476,518.72,1803070.72
PO-2024-04093,VEND-0039,PLNT-02,2024-12-29,Shrink Sleeve,2621,174.27,456761.67
PO-2024-04094,VEND-0116,PLNT-11,2024-02-18,Consulting,1286,591.61,760810.46
PO-2024-04095,VEND-0051,PLNT-14,2024-01-05,Citric Acid,1765,147.82,260902.3
PO-2024-04096,VEND-0108,PLNT-01,2024-12-12,Citric Acid,1187,333.56,395935.72
PO-2024-04096,VEND-0108,PLNT-01,2024-12-12,Cardamom Oil,1997,693.58,1385079.26
PO-2024-04096,VEND-0108,PLNT-01,2024-12-12,Cardamom Oil,4950,308.75,1528312.5
PO-2024-04097,VEND-0113,PLNT-03,2024-09-02,Refined Sugar,4724,664.67,3139901.08
PO-2024-04097,VEND-0113,PLNT-03,2024-09-02,Refined Sugar,2014,543.82,1095253.48
PO-2024-04097,VEND-0113,PLNT-03,2024-09-02,Menthol Crystals,2761,875.75,2417945.75
PO-2024-04098,VEND-0065,PLNT-13,2024-07-06,Refined Sugar,4924,83.1,409184.4
PO-2024-04099,VEND-0013,PLNT-02,2024-08-23,Consulting,3439,329.72,1133907.08
PO-2024-04099,VEND-0013,PLNT-02,2024-08-23,Security Services,4612,675.76,3116605.12
PO-2024-04100,VEND-0033,PLNT-02,2024-10-21,Glucose Syrup,2399,547.78,1314124.22
PO-2024-04101,VEND-0005,PLNT-02,2024-09-05,Warehousing,2848,591.02,1683224.96
PO-2024-04101,VEND-0005,PLNT-02,2024-09-05,Cold-Chain Haulage,2592,197.93,513034.56
PO-2024-04101,VEND-0005,PLNT-02,2024-09-05,Cold-Chain Haulage,3451,880.3,3037915.3
PO-2024-04102,VEND-0078,PLNT-05,2024-06-12,Consulting,981,311.09,305179.29
PO-2024-04102,VEND-0078,PLNT-05,2024-06-12,Security Services,3165,782.08,2475283.2
PO-2024-04102,VEND-0078,PLNT-05,2024-06-12,Housekeeping,700,651.92,456344.0
PO-2024-04103,VEND-0029,PLNT-08,2025-05-14,Milk Solids,4632,21.88,101348.16
PO-2024-04104,VEND-0094,PLNT-13,2024-05-06,Housekeeping,3005,568.22,1707501.1
PO-2024-04104,VEND-0094,PLNT-13,2024-05-06,Consulting,3692,74.67,275681.64
PO-2024-04104,VEND-0094,PLNT-13,2024-05-06,IT AMC,659,91.99,60621.41
PO-2024-04104,VEND-0094,PLNT-13,2024-05-06,AMC-Machinery,1222,881.25,1076887.5
PO-2024-04105,VEND-0021,PLNT-12,2025-06-06,Edible Starch,4318,520.57,2247821.26
PO-2024-04105,VEND-0021,PLNT-12,2025-06-06,Refined Sugar,4723,573.56,2708923.88
PO-2024-04105,VEND-0021,PLNT-12,2025-06-06,Milk Solids,4167,693.8,2891064.6
PO-2024-04106,VEND-0084,PLNT-14,2024-05-20,PET Bottle 500ml,3236,188.26,609209.36
PO-2024-04106,VEND-0084,PLNT-14,2024-05-20,PET Bottle 500ml,1463,483.48,707331.24
PO-2024-04106,VEND-0084,PLNT-14,2024-05-20,Wrapper Film,1564,794.59,1242738.76
PO-2024-04106,VEND-0084,PLNT-14,2024-05-20,PET Bottle 500ml,1876,277.43,520458.68
PO-2024-04107,VEND-0042,PLNT-04,2025-06-18,Menthol Crystals,3387,142.87,483900.69
PO-2024-04107,VEND-0042,PLNT-04,2025-06-18,Refined Sugar,4205,323.23,1359182.15
PO-2024-04108,VEND-0009,PLNT-14,2025-05-28,Housekeeping,1141,810.8,925122.8
PO-2024-04109,VEND-0025,PLNT-04,2024-08-18,Glucose Syrup,2162,266.44,576043.28
PO-2024-04109,VEND-0025,PLNT-04,2024-08-18,Milk Solids,886,181.21,160552.06
PO-2024-04109,VEND-0025,PLNT-04,2024-08-18,Menthol Crystals,2765,654.79,1810494.35
PO-2024-04110,VEND-0053,PLNT-08,2024-12-21,Corrugated Box,2126,88.61,188384.86
PO-2024-04111,VEND-0006,PLNT-10,2024-02-04,Edible Starch,1077,418.06,450250.62
PO-2024-04111,VEND-0006,PLNT-10,2024-02-04,Menthol Crystals,670,421.35,282304.5
PO-2024-04111,VEND-0006,PLNT-10,2024-02-04,Menthol Crystals,4483,426.1,1910206.3
PO-2024-04112,VEND-0022,PLNT-09,2024-01-12,Cocoa Mass,3952,647.52,2558999.04
PO-2024-04112,VEND-0022,PLNT-09,2024-01-12,Mint Flavour,3117,593.4,1849627.8
PO-2024-04112,VEND-0022,PLNT-09,2024-01-12,Permitted Colour,3820,790.59,3020053.8
PO-2024-04113,VEND-0002,PLNT-13,2024-04-04,Cardamom Oil,1147,874.11,1002604.17
PO-2024-04113,VEND-0002,PLNT-13,2024-04-04,Cocoa Mass,3579,451.28,1615131.12
PO-2024-04113,VEND-0002,PLNT-13,2024-04-04,Cocoa Mass,1831,117.47,215087.57
PO-2024-04113,VEND-0002,PLNT-13,2024-04-04,Cardamom Oil,4813,534.61,2573077.93
PO-2024-04114,VEND-0101,PLNT-01,2024-01-02,Milk Solids,809,62.24,50352.16
PO-2024-04114,VEND-0101,PLNT-01,2024-01-02,Menthol Crystals,1734,869.11,1507036.74
PO-2024-04115,VEND-0011,PLNT-09,2024-12-01,Primary Freight,233,184.29,42939.57
PO-2024-04115,VEND-0011,PLNT-09,2024-12-01,Warehousing,4664,237.14,1106020.96
PO-2024-04115,VEND-0011,PLNT-09,2024-12-01,Warehousing,257,435.68,111969.76
PO-2024-04115,VEND-0011,PLNT-09,2024-12-01,Secondary Freight,4317,647.54,2795430.18
PO-2024-04116,VEND-0094,PLNT-07,2024-06-14,Consulting,3753,482.63,1811310.39
PO-2024-04116,VEND-0094,PLNT-07,2024-06-14,Housekeeping,4631,558.4,2585950.4
PO-2024-04117,VEND-0057,PLNT-01,2025-04-30,Menthol Crystals,891,855.35,762116.85
PO-2024-04117,VEND-0057,PLNT-01,2025-04-30,Menthol Crystals,2316,440.79,1020869.64
PO-2024-04117,VEND-0057,PLNT-01,2025-04-30,Glucose Syrup,3467,764.14,2649273.38
PO-2024-04118,VEND-0093,PLNT-01,2024-04-22,Citric Acid,508,500.08,254040.64
PO-2024-04118,VEND-0093,PLNT-01,2024-04-22,Mint Flavour,2686,187.7,504162.2
PO-2024-04118,VEND-0093,PLNT-01,2024-04-22,Citric Acid,2480,38.47,95405.6
PO-2024-04119,VEND-0032,PLNT-05,2024-11-07,Menthol Crystals,1207,67.36,81303.52
PO-2024-04119,VEND-0032,PLNT-05,2024-11-07,Edible Starch,732,483.97,354266.04
PO-2024-04119,VEND-0032,PLNT-05,2024-11-07,Edible Starch,4017,325.56,1307774.52
PO-2024-04120,VEND-0051,PLNT-02,2024-07-12,Permitted Colour,3400,289.68,984912.0
PO-2024-04120,VEND-0051,PLNT-02,2024-07-12,Cardamom Oil,776,29.17,22635.92
PO-2024-04121,VEND-0092,PLNT-12,2025-05-12,Cold-Chain Haulage,79,621.68,49112.72
PO-2024-04122,VEND-0098,PLNT-09,2025-01-01,Mint Flavour,1952,448.61,875686.72
PO-2024-04122,VEND-0098,PLNT-09,2025-01-01,Mint Flavour,4161,128.69,535479.09
PO-2024-04123,VEND-0028,PLNT-04,2024-06-09,Permitted Colour,2983,868.04,2589363.32
PO-2024-04123,VEND-0028,PLNT-04,2024-06-09,Permitted Colour,4446,300.94,1337979.24
PO-2024-04124,VEND-0062,PLNT-03,2024-07-20,AMC-Machinery,4817,668.25,3218960.25
PO-2024-04124,VEND-0062,PLNT-03,2024-07-20,Security Services,4647,801.91,3726475.77
PO-2024-04125,VEND-0076,PLNT-10,2024-01-04,Primary Freight,673,706.27,475319.71
PO-2024-04125,VEND-0076,PLNT-10,2024-01-04,Secondary Freight,3584,417.55,1496499.2
PO-2024-04125,VEND-0076,PLNT-10,2024-01-04,Primary Freight,548,720.8,394998.4
PO-2024-04125,VEND-0076,PLNT-10,2024-01-04,Secondary Freight,1043,433.88,452536.84
PO-2024-04126,VEND-0102,PLNT-12,2024-03-23,Shrink Sleeve,3690,518.48,1913191.2
PO-2024-04126,VEND-0102,PLNT-12,2024-03-23,PET Bottle 500ml,4456,633.84,2824391.04
PO-2024-04127,VEND-0077,PLNT-02,2024-10-16,Primary Freight,4296,494.36,2123770.56
PO-2024-04127,VEND-0077,PLNT-02,2024-10-16,Warehousing,3112,719.51,2239115.12
PO-2024-04128,VEND-0084,PLNT-01,2024-09-25,PET Bottle 500ml,876,308.24,270018.24
PO-2024-04128,VEND-0084,PLNT-01,2024-09-25,Wrapper Film,2354,714.78,1682592.12
PO-2024-04128,VEND-0084,PLNT-01,2024-09-25,PET Bottle 500ml,3026,864.28,2615311.28
PO-2024-04128,VEND-0084,PLNT-01,2024-09-25,Corrugated Box,4286,658.13,2820745.18
PO-2024-04129,VEND-0003,PLNT-11,2024-05-31,PET Bottle 500ml,1688,412.65,696553.2
PO-2024-04129,VEND-0003,PLNT-11,2024-05-31,PET Bottle 500ml,2033,820.62,1668320.46
PO-2024-04129,VEND-0003,PLNT-11,2024-05-31,Shrink Sleeve,4727,97.57,461213.39
PO-2024-04130,VEND-0051,PLNT-03,2024-11-01,Citric Acid,3383,888.98,3007419.34
PO-2024-04131,VEND-0105,PLNT-04,2025-06-02,Consulting,3373,354.18,1194649.14
PO-2024-04132,VEND-0111,PLNT-13,2025-04-26,Warehousing,3369,455.54,1534714.26
PO-2024-04133,VEND-0021,PLNT-09,2025-06-04,Menthol Crystals,4081,130.9,534202.9
PO-2024-04133,VEND-0021,PLNT-09,2025-06-04,Milk Solids,2220,601.58,1335507.6
PO-2024-04133,VEND-0021,PLNT-09,2025-06-04,Edible Starch,4002,846.58,3388013.16
PO-2024-04133,VEND-0021,PLNT-09,2025-06-04,Glucose Syrup,205,846.38,173507.9
PO-2024-04134,VEND-0046,PLNT-09,2024-09-14,Warehousing,3260,873.42,2847349.2
PO-2024-04134,VEND-0046,PLNT-09,2024-09-14,Warehousing,2419,213.61,516722.59
PO-2024-04135,VEND-0023,PLNT-12,2024-03-03,Shrink Sleeve,4261,647.07,2757165.27
PO-2024-04136,VEND-0091,PLNT-07,2024-03-02,Mono Carton,1525,485.2,739930.0
PO-2024-04137,VEND-0086,PLNT-15,2024-10-08,AMC-Machinery,1735,459.28,796850.8
PO-2024-04137,VEND-0086,PLNT-15,2024-10-08,Security Services,3664,630.17,2308942.88
PO-2024-04137,VEND-0086,PLNT-15,2024-10-08,AMC-Machinery,2059,493.15,1015395.85
PO-2024-04138,VEND-0078,PLNT-04,2024-01-27,Security Services,983,113.77,111835.91
PO-2024-04138,VEND-0078,PLNT-04,2024-01-27,AMC-Machinery,1360,186.52,253667.2
PO-2024-04138,VEND-0078,PLNT-04,2024-01-27,Security Services,2653,22.32,59214.96
PO-2024-04139,VEND-0080,PLNT-09,2024-10-01,Housekeeping,2220,866.74,1924162.8
PO-2024-04139,VEND-0080,PLNT-09,2024-10-01,IT AMC,2779,466.54,1296514.66
PO-2024-04140,VEND-0050,PLNT-08,2024-10-14,Secondary Freight,3627,647.21,2347430.67
PO-2024-04141,VEND-0013,PLNT-07,2024-11-23,IT AMC,3894,824.29,3209785.26
PO-2024-04141,VEND-0013,PLNT-07,2024-11-23,IT AMC,154,717.08,110430.32
PO-2024-04142,VEND-0043,PLNT-02,2024-03-06,Corrugated Box,3827,456.82,1748250.14
PO-2024-04142,VEND-0043,PLNT-02,2024-03-06,Wrapper Film,3840,13.53,51955.2
PO-2024-04142,VEND-0043,PLNT-02,2024-03-06,Shrink Sleeve,3288,831.94,2735418.72
PO-2024-04142,VEND-0043,PLNT-02,2024-03-06,Wrapper Film,300,292.46,87738.0
PO-2024-04143,VEND-0027,PLNT-14,2024-06-14,Cold-Chain Haulage,3157,62.65,197786.05
PO-2024-04143,VEND-0027,PLNT-14,2024-06-14,Secondary Freight,4321,76.05,328612.05
PO-2024-04143,VEND-0027,PLNT-14,2024-06-14,Warehousing,97,244.0,23668.0
PO-2024-04144,VEND-0015,PLNT-09,2025-04-13,Citric Acid,3948,290.91,1148512.68
PO-2024-04144,VEND-0015,PLNT-09,2025-04-13,Citric Acid,3923,84.23,330434.29
PO-2024-04145,VEND-0078,PLNT-04,2025-02-17,IT AMC,4886,771.67,3770379.62
PO-2024-04145,VEND-0078,PLNT-04,2025-02-17,IT AMC,3438,697.68,2398623.84
PO-2024-04146,VEND-0046,PLNT-10,2024-07-16,Warehousing,1094,182.74,199917.56
PO-2024-04146,VEND-0046,PLNT-10,2024-07-16,Cold-Chain Haulage,1894,733.28,1388832.32
PO-2024-04146,VEND-0046,PLNT-10,2024-07-16,Cold-Chain Haulage,1862,713.49,1328518.38
PO-2024-04147,VEND-0007,PLNT-04,2024-06-06,IT AMC,1627,432.01,702880.27
PO-2024-04147,VEND-0007,PLNT-04,2024-06-06,AMC-Machinery,891,591.38,526919.58
PO-2024-04148,VEND-0021,PLNT-10,2024-09-19,Edible Starch,1412,28.97,40905.64
PO-2024-04149,VEND-0011,PLNT-13,2025-03-09,Secondary Freight,118,387.05,45671.9
PO-2024-04150,VEND-0034,PLNT-05,2025-02-10,Menthol Crystals,2880,672.99,1938211.2
PO-2024-04150,VEND-0034,PLNT-05,2025-02-10,Edible Starch,4217,578.79,2440757.43
PO-2024-04151,VEND-0002,PLNT-03,2025-05-29,Permitted Colour,3123,151.36,472697.28
PO-2024-04151,VEND-0002,PLNT-03,2025-05-29,Cocoa Mass,4450,284.48,1265936.0
PO-2024-04152,VEND-0068,PLNT-05,2025-05-02,Corrugated Box,4358,204.53,891341.74
PO-2024-04153,VEND-0044,PLNT-08,2025-04-25,Cocoa Mass,4622,865.35,3999647.7
PO-2024-04154,VEND-0080,PLNT-09,2024-10-04,Security Services,570,200.75,114427.5
PO-2024-04154,VEND-0080,PLNT-09,2024-10-04,AMC-Machinery,234,121.59,28452.06
PO-2024-04154,VEND-0080,PLNT-09,2024-10-04,IT AMC,3279,848.6,2782559.4
PO-2024-04154,VEND-0080,PLNT-09,2024-10-04,AMC-Machinery,3492,86.43,301813.56
PO-2024-04155,VEND-0034,PLNT-14,2024-07-19,Refined Sugar,2167,265.93,576270.31
PO-2024-04156,VEND-0091,PLNT-05,2025-05-29,Shrink Sleeve,3770,129.11,486744.7
PO-2024-04156,VEND-0091,PLNT-05,2025-05-29,Mono Carton,3556,58.47,207919.32
PO-2024-04156,VEND-0091,PLNT-05,2025-05-29,Corrugated Box,1979,633.16,1253023.64
PO-2024-04157,VEND-0017,PLNT-13,2024-04-30,Mint Flavour,4592,212.06,973779.52
PO-2024-04157,VEND-0017,PLNT-13,2024-04-30,Cardamom Oil,330,682.18,225119.4
PO-2024-04158,VEND-0041,PLNT-14,2024-10-21,Mono Carton,508,221.41,112476.28
PO-2024-04158,VEND-0041,PLNT-14,2024-10-21,Corrugated Box,3301,763.52,2520379.52
PO-2024-04158,VEND-0041,PLNT-14,2024-10-21,Wrapper Film,2389,688.95,1645901.55
PO-2024-04159,VEND-0098,PLNT-04,2024-02-08,Citric Acid,4269,468.14,1998489.66
PO-2024-04159,VEND-0098,PLNT-04,2024-02-08,Permitted Colour,3916,337.67,1322315.72
PO-2024-04160,VEND-0026,PLNT-14,2024-03-29,Cardamom Oil,3692,221.4,817408.8
PO-2024-04160,VEND-0026,PLNT-14,2024-03-29,Citric Acid,2377,390.21,927529.17
PO-2024-04160,VEND-0026,PLNT-14,2024-03-29,Mint Flavour,4648,250.72,1165346.56
PO-2024-04161,VEND-0023,PLNT-03,2024-03-29,Wrapper Film,974,115.79,112779.46
PO-2024-04161,VEND-0023,PLNT-03,2024-03-29,Shrink Sleeve,2472,679.91,1680737.52
PO-2024-04161,VEND-0023,PLNT-03,2024-03-29,Corrugated Box,4781,882.77,4220523.37
PO-2024-04162,VEND-0083,PLNT-09,2024-08-07,Menthol Crystals,130,207.5,26975.0
PO-2024-04162,VEND-0083,PLNT-09,2024-08-07,Glucose Syrup,3114,229.56,714849.84
PO-2024-04163,VEND-0044,PLNT-09,2024-09-18,Permitted Colour,1359,791.21,1075254.39
PO-2024-04163,VEND-0044,PLNT-09,2024-09-18,Cardamom Oil,2049,128.02,262312.98
PO-2024-04163,VEND-0044,PLNT-09,2024-09-18,Citric Acid,2329,221.3,515407.7
PO-2024-04163,VEND-0044,PLNT-09,2024-09-18,Permitted Colour,1204,745.36,897413.44
PO-2024-04164,VEND-0026,PLNT-02,2024-06-22,Citric Acid,4801,748.86,3595276.86
PO-2024-04164,VEND-0026,PLNT-02,2024-06-22,Cocoa Mass,3270,251.86,823582.2
PO-2024-04164,VEND-0026,PLNT-02,2024-06-22,Citric Acid,2910,174.35,507358.5
PO-2024-04165,VEND-0068,PLNT-12,2024-03-06,Wrapper Film,1979,531.61,1052056.19
PO-2024-04166,VEND-0047,PLNT-09,2024-12-02,Glucose Syrup,912,241.8,220521.6
PO-2024-04166,VEND-0047,PLNT-09,2024-12-02,Edible Starch,3601,244.93,881992.93
PO-2024-04166,VEND-0047,PLNT-09,2024-12-02,Edible Starch,4914,606.01,2977933.14
PO-2024-04166,VEND-0047,PLNT-09,2024-12-02,Edible Starch,1393,270.41,376681.13
PO-2024-04167,VEND-0028,PLNT-04,2025-03-27,Mint Flavour,2143,427.26,915618.18
PO-2024-04167,VEND-0028,PLNT-04,2025-03-27,Mint Flavour,1918,649.53,1245798.54
PO-2024-04168,VEND-0077,PLNT-13,2025-06-19,Primary Freight,2327,302.64,704243.28
PO-2024-04168,VEND-0077,PLNT-13,2025-06-19,Primary Freight,1945,592.78,1152957.1
PO-2024-04169,VEND-0098,PLNT-11,2024-02-07,Mint Flavour,2533,232.89,589910.37
PO-2024-04170,VEND-0072,PLNT-04,2024-06-22,Primary Freight,1801,663.89,1195665.89
PO-2024-04171,VEND-0078,PLNT-10,2024-11-07,Security Services,1346,796.6,1072223.6
PO-2024-04171,VEND-0078,PLNT-10,2024-11-07,AMC-Machinery,4452,545.73,2429589.96
PO-2024-04172,VEND-0110,PLNT-13,2025-03-06,Wrapper Film,1163,457.0,531491.0
PO-2024-04172,VEND-0110,PLNT-13,2025-03-06,Wrapper Film,655,729.97,478130.35
PO-2024-04172,VEND-0110,PLNT-13,2025-03-06,Mono Carton,801,590.99,473382.99
PO-2024-04172,VEND-0110,PLNT-13,2025-03-06,PET Bottle 500ml,4334,129.77,562423.18
PO-2024-04173,VEND-0090,PLNT-14,2025-03-07,Permitted Colour,798,188.18,150167.64
PO-2024-04173,VEND-0090,PLNT-14,2025-03-07,Cocoa Mass,4274,884.23,3779199.02
PO-2024-04173,VEND-0090,PLNT-14,2025-03-07,Permitted Colour,484,872.4,422241.6
PO-2024-04173,VEND-0090,PLNT-14,2025-03-07,Citric Acid,4907,555.34,2725053.38
PO-2024-04174,VEND-0009,PLNT-13,2024-02-11,Security Services,505,458.96,231774.8
PO-2024-04174,VEND-0009,PLNT-13,2024-02-11,AMC-Machinery,2848,587.06,1671946.88
PO-2024-04174,VEND-0009,PLNT-13,2024-02-11,Security Services,4825,419.44,2023798.0
PO-2024-04174,VEND-0009,PLNT-13,2024-02-11,Security Services,4658,498.9,2323876.2
PO-2024-04175,VEND-0112,PLNT-04,2025-05-14,Secondary Freight,709,723.95,513280.55
PO-2024-04175,VEND-0112,PLNT-04,2025-05-14,Secondary Freight,3225,420.48,1356048.0
PO-2024-04175,VEND-0112,PLNT-04,2025-05-14,Secondary Freight,1804,506.33,913419.32
PO-2024-04176,VEND-0012,PLNT-04,2024-10-14,Primary Freight,2291,19.06,43666.46
PO-2024-04176,VEND-0012,PLNT-04,2024-10-14,Warehousing,3104,432.77,1343318.08
PO-2024-04176,VEND-0012,PLNT-04,2024-10-14,Secondary Freight,3606,142.13,512520.78
PO-2024-04176,VEND-0012,PLNT-04,2024-10-14,Warehousing,1092,217.12,237095.04
PO-2024-04177,VEND-0093,PLNT-11,2024-12-04,Cocoa Mass,2501,355.15,888230.15
PO-2024-04177,VEND-0093,PLNT-11,2024-12-04,Cardamom Oil,1756,839.75,1474601.0
PO-2024-04177,VEND-0093,PLNT-11,2024-12-04,Mint Flavour,4438,689.88,3061687.44
PO-2024-04177,VEND-0093,PLNT-11,2024-12-04,Cardamom Oil,621,823.17,511188.57
PO-2024-04178,VEND-0112,PLNT-11,2024-08-17,Primary Freight,2569,659.2,1693484.8
PO-2024-04178,VEND-0112,PLNT-11,2024-08-17,Primary Freight,1671,475.32,794259.72
PO-2024-04179,VEND-0049,PLNT-11,2024-05-04,Warehousing,3346,461.78,1545115.88
PO-2024-04179,VEND-0049,PLNT-11,2024-05-04,Warehousing,3448,561.03,1934431.44
PO-2024-04180,VEND-0018,PLNT-10,2025-04-12,Warehousing,3859,202.83,782720.97
PO-2024-04180,VEND-0018,PLNT-10,2025-04-12,Secondary Freight,1909,788.94,1506086.46
PO-2024-04180,VEND-0018,PLNT-10,2025-04-12,Primary Freight,1597,320.37,511630.89
PO-2024-04181,VEND-0115,PLNT-05,2025-02-13,Cocoa Mass,3763,450.62,1695683.06
PO-2024-04181,VEND-0115,PLNT-05,2025-02-13,Citric Acid,181,144.31,26120.11
PO-2024-04181,VEND-0115,PLNT-05,2025-02-13,Permitted Colour,481,836.59,402399.79
PO-2024-04182,VEND-0029,PLNT-09,2024-10-07,Milk Solids,2108,561.86,1184400.88
PO-2024-04183,VEND-0041,PLNT-12,2024-03-30,Shrink Sleeve,2889,402.31,1162273.59
PO-2024-04183,VEND-0041,PLNT-12,2024-03-30,Corrugated Box,175,671.06,117435.5
PO-2024-04184,VEND-0073,PLNT-01,2024-08-20,Mono Carton,699,842.46,588879.54
PO-2024-04184,VEND-0073,PLNT-01,2024-08-20,PET Bottle 500ml,401,820.68,329092.68
PO-2024-04184,VEND-0073,PLNT-01,2024-08-20,Mono Carton,1193,171.91,205088.63
PO-2024-04185,VEND-0001,PLNT-05,2024-09-23,Menthol Crystals,4543,494.22,2245241.46
PO-2024-04185,VEND-0001,PLNT-05,2024-09-23,Edible Starch,4617,565.8,2612298.6
PO-2024-04185,VEND-0001,PLNT-05,2024-09-23,Glucose Syrup,632,354.94,224322.08
PO-2024-04186,VEND-0039,PLNT-10,2025-02-28,Shrink Sleeve,2904,335.14,973246.56
PO-2024-04186,VEND-0039,PLNT-10,2025-02-28,Wrapper Film,682,367.14,250389.48
PO-2024-04186,VEND-0039,PLNT-10,2025-02-28,PET Bottle 500ml,2196,409.88,900096.48
PO-2024-04186,VEND-0039,PLNT-10,2025-02-28,Wrapper Film,2904,228.62,663912.48
PO-2024-04187,VEND-0021,PLNT-06,2024-04-30,Glucose Syrup,1877,714.42,1340966.34
PO-2024-04188,VEND-0115,PLNT-04,2025-01-29,Mint Flavour,3511,711.19,2496988.09
