invoice_no,material,qty,rate,amount
INV/004607,Mint Flavour,1174,668.63,784971.62
INV/004608,Mint Flavour,192,252.24,48430.08
INV/004609,Cardamom Oil,548,312.78,171403.44
INV/004609,Citric Acid,4683,508.67,2382101.61
INV/004609,Permitted Colour,2863,556.4,1592973.2
INV/004610,IT AMC,4798,679.26,3259089.48
INV/004610,AMC-Machinery,3855,682.08,2629418.4
INV/004610,IT AMC,3205,229.05,734105.25
INV/004610,Consulting,3082,820.47,2528688.54
INV/004611,Mono Carton,3385,726.15,2458017.75
INV/004612,Mint Flavour,1112,108.0,120096.0
INV/004612,Mint Flavour,1367,888.87,1215085.29
INV/004613,PET Bottle 500ml,4048,208.13,842510.24
INV/004613,Mono Carton,1285,638.22,820112.7
INV/004613,Shrink Sleeve,2550,669.72,1707786.0
INV/004613,PET Bottle 500ml,3940,101.22,398806.8
INV/004614,Milk Solids,1593,391.32,623372.76
INV/004614,Menthol Crystals,3098,8.49,26302.02
INV/004615,Milk Solids,320,879.64,281484.8
INV/004615,Refined Sugar,2873,113.4,325798.2
INV/004616,Shrink Sleeve,4891,38.87,190113.17
INV/004617,Edible Starch,2541,375.68,954602.88
INV/004617,Glucose Syrup,1538,203.7,313290.6
INV/004617,Milk Solids,937,265.02,248323.74
INV/004618,Cold-Chain Haulage,1692,638.9,1081018.8
INV/004618,Cold-Chain Haulage,2667,18.71,49899.57
INV/004619,Cardamom Oil,4118,420.94,1733430.92
INV/004619,Permitted Colour,2704,708.36,1915405.44
INV/004619,Permitted Colour,3614,808.45,2921738.3
INV/004619,Cocoa Mass,2777,804.61,2234401.97
INV/004620,Secondary Freight,3462,616.66,2134876.92
INV/004621,Primary Freight,1711,227.63,389474.93
INV/004621,Warehousing,3872,69.8,270265.6
INV/004621,Warehousing,1094,415.68,454753.92
INV/004621,Cold-Chain Haulage,2932,151.53,444285.96
INV/004622,Glucose Syrup,2730,67.9,185367.0
INV/004622,Milk Solids,2833,543.91,1540897.03
INV/004623,Milk Solids,3427,203.85,698593.95
INV/004623,Refined Sugar,755,895.29,675943.95
INV/004623,Edible Starch,1708,139.83,238829.64
INV/004624,Mono Carton,1483,300.93,446279.19
INV/004625,Wrapper Film,754,37.1,27973.4
INV/004626,Menthol Crystals,444,664.91,295220.04
INV/004627,Cardamom Oil,2390,283.23,676919.7
INV/004628,Refined Sugar,2663,115.39,307283.57
INV/004628,Edible Starch,251,539.94,135524.94
INV/004629,Security Services,2511,431.81,1084274.91
INV/004629,IT AMC,1791,777.16,1391893.56
INV/004630,Milk Solids,579,292.17,169166.43
INV/004631,Consulting,3108,36.65,113908.2
INV/004631,Security Services,3546,837.7,2970484.2
INV/004631,Security Services,289,852.64,246412.96
INV/004632,AMC-Machinery,4407,33.7,148515.9
INV/004632,AMC-Machinery,612,603.7,369464.4
INV/004632,Consulting,228,269.3,61400.4
INV/004633,Refined Sugar,1315,576.18,757676.7
INV/004634,Mint Flavour,4412,638.72,2818032.64
INV/004634,Citric Acid,2533,711.77,1802913.41
INV/004634,Citric Acid,2824,62.5,176500.0
INV/004635,Wrapper Film,1445,163.18,235795.1
INV/004635,Shrink Sleeve,2571,441.67,1135533.57
INV/004635,Shrink Sleeve,4651,350.32,1629338.32
INV/004636,Glucose Syrup,3518,49.91,175583.38
INV/004636,Glucose Syrup,402,73.81,29671.62
INV/004636,Refined Sugar,2546,662.32,1686266.72
INV/004636,Glucose Syrup,4820,410.64,1979284.8
INV/004637,Citric Acid,3750,476.35,1786312.5
INV/004637,Citric Acid,3700,595.4,2202980.0
INV/004638,Corrugated Box,1086,783.91,851326.26
INV/004638,Wrapper Film,4475,462.19,2068300.25
INV/004638,Shrink Sleeve,287,816.11,234223.57
INV/004639,Secondary Freight,1941,811.95,1575994.95
INV/004639,Cold-Chain Haulage,583,497.51,290048.33
INV/004639,Secondary Freight,2885,15.77,45496.45
INV/004639,Secondary Freight,3127,376.18,1176314.86
INV/004640,Menthol Crystals,559,296.02,165475.18
INV/004640,Edible Starch,220,541.05,119031.0
INV/004640,Glucose Syrup,3829,456.15,1746598.35
INV/004640,Edible Starch,3310,363.78,1204111.8
INV/004641,Housekeeping,4053,633.5,2567575.5
INV/004641,Housekeeping,970,696.66,675760.2
INV/004641,Housekeeping,3189,700.84,2234978.76
INV/004642,Primary Freight,4261,641.28,2732494.08
INV/004642,Secondary Freight,4553,719.74,3276976.22
INV/004643,Citric Acid,4382,321.38,1408287.16
INV/004643,Citric Acid,2878,546.57,1573028.46
INV/004643,Mint Flavour,2772,168.75,467775.0
INV/004644,Wrapper Film,2853,123.65,352773.45
INV/004644,PET Bottle 500ml,4427,516.2,2285217.4
INV/004644,PET Bottle 500ml,2772,219.7,609008.4
INV/004644,Shrink Sleeve,4010,581.73,2332737.3
INV/004645,Housekeeping,1599,282.14,451141.86
INV/004645,AMC-Machinery,4670,110.17,514493.9
INV/004645,Security Services,2122,397.46,843410.12
INV/004646,Security Services,927,875.17,811282.59
INV/004646,Consulting,1273,567.65,722618.45
INV/004646,Housekeeping,694,366.45,254316.3
INV/004646,Housekeeping,581,769.84,447277.04
INV/004647,Cold-Chain Haulage,1614,254.63,410972.82
INV/004648,Refined Sugar,2572,71.28,183332.16
INV/004648,Refined Sugar,1673,351.38,587858.74
INV/004648-D,Refined Sugar,2572,71.28,183332.16
INV/004648-D,Refined Sugar,1673,351.38,587858.74
INV/004649,Refined Sugar,1787,274.9,491246.3
INV/004649,Edible Starch,1083,517.42,560365.86
INV/004649,Refined Sugar,1212,810.42,982229.04
INV/004650,Secondary Freight,2777,27.31,75839.87
INV/004650,Warehousing,1041,556.78,579607.98
INV/004650,Warehousing,4732,18.92,89529.44
INV/004651,Glucose Syrup,1834,68.28,125225.52
INV/004652,Glucose Syrup,3908,96.1,375558.8
INV/004652,Edible Starch,3358,817.72,2745903.76
INV/004652,Edible Starch,1941,847.89,1645754.49
INV/004653,Cold-Chain Haulage,4825,535.05,2581616.25
INV/004654,Housekeeping,4339,298.92,1297013.88
INV/004654,IT AMC,2575,588.79,1516134.25
INV/004654,Consulting,4064,324.93,1320515.52
INV/004655,Cardamom Oil,1610,102.17,164493.7
INV/004656,Permitted Colour,4390,348.16,1528422.4
INV/004657,IT AMC,1959,655.28,1283693.52
INV/004657,Consulting,1213,621.82,754267.66
INV/004658,Cold-Chain Haulage,356,231.01,82239.56
INV/004659,Citric Acid,1171,124.17,145403.07
INV/004659,Cocoa Mass,1961,120.3,235908.3
INV/004659,Cardamom Oil,4625,444.52,2055905.0
INV/004659,Citric Acid,2744,11.45,31418.8
INV/004660,Mono Carton,3880,535.31,2077002.8
INV/004661,Milk Solids,4911,197.36,969234.96
INV/004661,Milk Solids,1185,18.16,21519.6
INV/004661,Menthol Crystals,2958,361.79,1070174.82
INV/004661,Glucose Syrup,122,444.23,54196.06
INV/004662,Glucose Syrup,3422,358.5,1226787.0
INV/004662,Menthol Crystals,4811,498.88,2400111.68
INV/004662,Menthol Crystals,3684,344.55,1269322.2
INV/004662,Milk Solids,3468,14.39,49904.52
INV/004663,Wrapper Film,4421,506.1,2237468.1
INV/004663,PET Bottle 500ml,2640,634.53,1675159.2
INV/004663,PET Bottle 500ml,4544,444.17,2018308.48
INV/004664,Mint Flavour,3013,548.64,1653052.32
INV/004664,Cardamom Oil,4035,473.48,1910491.8
INV/004664,Mint Flavour,4162,672.25,2797904.5
INV/004665,Cardamom Oil,1673,256.03,428338.19
INV/004665,Cardamom Oil,1915,192.16,367986.4
INV/004665,Mint Flavour,4816,823.78,3967324.48
INV/004665,Cocoa Mass,568,791.74,449708.32
INV/004666,Mono Carton,1435,766.8,1100358.0
INV/004666,Corrugated Box,2034,353.88,719791.92
INV/004667,IT AMC,4121,255.26,1051926.46
INV/004667,IT AMC,2666,537.34,1432548.44
INV/004667,IT AMC,174,435.58,75790.92
INV/004668,Consulting,4305,436.9,1880854.5
INV/004668,Consulting,2583,208.8,539330.4
INV/004669,Secondary Freight,4145,884.65,3666874.25
INV/004669,Warehousing,1128,804.07,906990.96
INV/004669,Primary Freight,442,566.75,250503.5
INV/004670,Menthol Crystals,1290,496.21,640110.9
INV/004670,Milk Solids,3362,734.49,2469355.38
INV/004670,Menthol Crystals,1774,775.94,1376517.56
INV/004671,Mint Flavour,637,546.23,347948.51
INV/004671-D,Mint Flavour,637,546.23,347948.51
INV/004672,Cocoa Mass,2158,721.71,1557450.18
INV/004672,Citric Acid,1575,146.75,231131.25
INV/004672,Cardamom Oil,1402,352.57,494303.14
INV/004673,Warehousing,2496,21.51,53688.96
INV/004673,Warehousing,1675,558.0,934650.0
INV/004674,Cold-Chain Haulage,4462,220.2,982532.4
INV/004674,Warehousing,4252,201.8,858053.6
INV/004674,Secondary Freight,4608,874.51,4029742.08
INV/004675,Shrink Sleeve,4698,260.05,1221714.9
INV/004675,Mono Carton,715,26.28,18790.2
INV/004675,Corrugated Box,3664,506.38,1855376.32
INV/004676,Cardamom Oil,3851,454.21,1749162.71
INV/004676,Mint Flavour,1306,361.92,472667.52
INV/004676,Cardamom Oil,1129,659.85,744970.65
INV/004676,Cocoa Mass,3498,571.77,2000051.46
INV/004677,Housekeeping,1712,731.88,1252978.56
INV/004677,IT AMC,2367,719.08,1702062.36
INV/004677,Security Services,4394,281.9,1238668.6
INV/004678,Housekeeping,3058,134.71,411943.18
INV/004678,AMC-Machinery,1793,114.52,205334.36
INV/004679,Permitted Colour,808,68.27,55162.16
INV/004679,Permitted Colour,1485,532.06,790109.1
INV/004679,Citric Acid,4193,809.34,3393562.62
INV/004679,Cocoa Mass,506,537.43,271939.58
INV/004680,Menthol Crystals,2537,611.34,1550969.58
INV/004680,Milk Solids,2770,101.41,280905.7
INV/004680,Refined Sugar,3482,380.4,1324552.8
INV/004681,Security Services,2623,366.56,961486.88
INV/004681,Security Services,1592,586.6,933867.2
INV/004681,Consulting,415,373.99,155205.85
INV/004681,Security Services,2713,590.81,1602867.53
INV/004682,PET Bottle 500ml,3394,533.92,1812124.48
INV/004682,PET Bottle 500ml,1449,670.45,971482.05
INV/004683,Corrugated Box,4306,20.33,87540.98
INV/004683,Wrapper Film,1769,566.7,1002492.3
INV/004683,Wrapper Film,1590,844.23,1342325.7
INV/004683,Wrapper Film,178,158.03,28129.34
INV/004684,Edible Starch,71,100.44,7131.24
INV/004684,Glucose Syrup,1395,874.78,1220318.1
INV/004684,Edible Starch,4930,351.06,1730725.8
INV/004684,Milk Solids,4690,664.45,3116270.5
INV/004685,Edible Starch,870,472.6,411162.0
INV/004685,Edible Starch,1967,505.39,994102.13
INV/004685,Menthol Crystals,1258,183.31,230603.98
INV/004686,Mint Flavour,609,378.73,230646.57
INV/004686,Citric Acid,55,278.83,15335.65
INV/004687,Consulting,3806,778.71,2963770.26
INV/004687,Consulting,2737,738.98,2022588.26
INV/004687,Security Services,4063,677.1,2751057.3
INV/004688,Citric Acid,1140,409.34,466647.6
INV/004688,Mint Flavour,3697,269.33,995713.01
INV/004688,Cocoa Mass,2598,824.67,2142492.66
INV/004688,Cocoa Mass,4330,95.02,411436.6
INV/004689,Citric Acid,1946,285.56,555699.76
INV/004690,Mint Flavour,2928,710.18,2079407.04
INV/004690,Citric Acid,3135,304.68,955171.8
INV/004691,Shrink Sleeve,2335,868.74,2028507.9
INV/004691,Corrugated Box,1984,141.9,281529.6
INV/004692,Menthol Crystals,338,233.05,78770.9
INV/004693,Consulting,4766,729.96,3478989.36
INV/004693,AMC-Machinery,4643,123.89,575221.27
INV/004694,Cold-Chain Haulage,1416,217.15,307484.4
INV/004695,Housekeeping,3010,97.76,294257.6
INV/004695,AMC-Machinery,1812,184.74,334748.88
INV/004696,Cocoa Mass,1171,487.28,570604.88
INV/004696,Citric Acid,4001,51.74,207011.74
INV/004696,Cocoa Mass,4486,200.65,900115.9
INV/004697,Secondary Freight,133,781.19,103898.27
INV/004697,Primary Freight,852,752.26,640925.52
INV/004697,Secondary Freight,2914,867.66,2528361.24
INV/004697,Warehousing,1534,35.66,54702.44
INV/004698,Milk Solids,1993,158.61,316109.73
INV/004699,Citric Acid,4631,544.31,2520699.61
INV/004699,Mint Flavour,3828,770.9,2951005.2
INV/004699,Mint Flavour,1532,231.45,354581.4
INV/004700,Edible Starch,2840,687.96,1953806.4
INV/004700,Edible Starch,4882,215.61,1052608.02
INV/004700,Milk Solids,2803,405.47,1136532.41
INV/004700,Refined Sugar,1191,587.93,700224.63
INV/004701,Security Services,4094,222.36,910341.84
INV/004701,Consulting,3776,248.59,938675.84
INV/004701,Housekeeping,3193,503.66,1608186.38
INV/004702,Permitted Colour,3398,286.98,975158.04
INV/004702,Cardamom Oil,4127,704.22,2906315.94
INV/004702,Permitted Colour,4480,472.85,2118368.0
INV/004703,Mono Carton,1995,830.18,1656209.1
INV/004703,PET Bottle 500ml,3235,138.73,448791.55
INV/004704,Milk Solids,4233,342.9,1451495.7
INV/004704,Edible Starch,2967,254.93,756377.31
INV/004705,Cold-Chain Haulage,4131,143.25,591765.75
INV/004706,Permitted Colour,1722,604.49,1040931.78
INV/004707,Secondary Freight,2064,624.33,1288617.12
INV/004707,Primary Freight,4376,245.8,1075620.8
INV/004707,Warehousing,3700,854.88,3163056.0
INV/004707,Primary Freight,931,863.99,804374.69
INV/004708,Cardamom Oil,785,495.03,388598.55
INV/004708,Citric Acid,4499,435.03,1957199.97
INV/004708,Mint Flavour,949,717.06,680489.94
INV/004708,Mint Flavour,3834,776.6,2977484.4
INV/004709,Mono Carton,2786,899.17,2505087.62
INV/004709,Wrapper Film,2926,254.44,744491.44
INV/004709,Mono Carton,2117,353.97,749354.49
INV/004710,Mono Carton,4172,389.32,1624243.04
INV/004710,Shrink Sleeve,1323,622.77,823924.71
INV/004711,IT AMC,581,28.98,16837.38
INV/004711,AMC-Machinery,3019,88.61,267513.59
INV/004711,AMC-Machinery,304,582.04,176940.16
INV/004711,Security Services,3921,126.91,497614.11
INV/004712,Cold-Chain Haulage,3764,430.12,1618971.68
INV/004712,Cold-Chain Haulage,2164,98.2,212504.8
INV/004712,Primary Freight,713,866.12,617543.56
INV/004713,AMC-Machinery,785,133.65,104915.25
INV/004713,Housekeeping,2017,869.06,1752894.02
INV/004713,Housekeeping,948,679.51,644175.48
INV/004713,AMC-Machinery,3346,28.08,93955.68
INV/004714,Mono Carton,4373,695.26,3040371.98
INV/004714,Wrapper Film,2344,798.96,1872762.24
INV/004714,PET Bottle 500ml,1923,831.05,1598109.15
INV/004714,Shrink Sleeve,2889,371.47,1073176.83
INV/004715,PET Bottle 500ml,4515,883.19,3987602.85
INV/004716,Permitted Colour,3059,50.01,152980.59
INV/004716,Citric Acid,3529,457.66,1615082.14
INV/004717,Refined Sugar,2459,723.08,1778053.72
INV/004717,Milk Solids,3990,849.73,3390422.7
INV/004718,Cold-Chain Haulage,3091,544.61,1683389.51
INV/004718,Primary Freight,2131,414.27,882809.37
INV/004718,Cold-Chain Haulage,126,46.31,5835.06
INV/004719,Cold-Chain Haulage,4975,717.2,3568070.0
INV/004720,Citric Acid,1476,720.22,1063044.72
INV/004720,Cardamom Oil,4391,320.25,1406217.75
INV/004720,Permitted Colour,4482,239.4,1072990.8
INV/004720,Cocoa Mass,3233,496.87,1606380.71
INV/004721,Housekeeping,420,573.74,240970.8
INV/004721,Consulting,2790,313.92,875836.8
INV/004722,Refined Sugar,1453,825.83,1199930.99
INV/004722,Menthol Crystals,2732,713.51,1949309.32
INV/004723,Cocoa Mass,4702,346.93,1631264.86
INV/004723,Cardamom Oil,913,121.8,111203.4
INV/004723,Permitted Colour,3161,819.2,2589491.2
INV/004724,Permitted Colour,4577,668.77,3060960.29
INV/004724,Cardamom Oil,2367,125.12,296159.04
INV/004725,Cocoa Mass,4813,149.48,719447.24
INV/004725,Mint Flavour,2693,130.81,352271.33
INV/004725,Cocoa Mass,570,189.0,107730.0
INV/004725,Citric Acid,2430,183.86,446779.8
INV/004725-D,Cocoa Mass,4813,149.48,719447.24
INV/004725-D,Mint Flavour,2693,130.81,352271.33
INV/004725-D,Cocoa Mass,570,189.0,107730.0
INV/004725-D,Citric Acid,2430,183.86,446779.8
INV/004726,Edible Starch,1686,673.33,1135234.38
INV/004726,Milk Solids,2624,165.62,434586.88
INV/004726,Menthol Crystals,3331,884.22,2945336.82
INV/004726,Menthol Crystals,1560,84.42,131695.2
INV/004727,Edible Starch,2784,498.6,1388102.4
INV/004727,Milk Solids,720,429.25,309060.0
INV/004727,Edible Starch,1636,357.62,585066.32
INV/004728,Mint Flavour,1437,221.67,318539.79
INV/004728,Cardamom Oil,155,208.27,32281.85
INV/004729,Milk Solids,412,178.68,73616.16
INV/004729,Edible Starch,4017,30.18,121233.06
INV/004730,Warehousing,2209,667.8,1475170.2
INV/004730,Cold-Chain Haulage,425,861.04,365942.0
INV/004730,Cold-Chain Haulage,1604,393.05,630452.2
INV/004730,Secondary Freight,4102,316.91,1299964.82
INV/004731,Refined Sugar,1633,119.51,195159.83
INV/004732,Cardamom Oil,1930,816.02,1574918.6
INV/004733,Glucose Syrup,2887,790.02,2280787.74
INV/004733,Refined Sugar,2473,367.03,907665.19
INV/004733,Glucose Syrup,4251,124.08,527464.08
INV/004734,Mono Carton,2324,706.77,1642533.48
INV/004734,Shrink Sleeve,2165,381.28,825471.2
INV/004734,PET Bottle 500ml,4303,60.62,260847.86
INV/004735,IT AMC,1214,546.45,663390.3
INV/004735,Housekeeping,98,137.5,13475.0
INV/004736,Refined Sugar,4378,128.76,563711.28
INV/004737,Consulting,3234,675.46,2184437.64
INV/004738,Housekeeping,2239,529.46,1185460.94
INV/004739,Cardamom Oil,204,883.05,180142.2
INV/004739,Citric Acid,536,39.71,21284.56
INV/004740,Edible Starch,247,324.41,80129.27
INV/004740,Edible Starch,72,524.41,37757.52
INV/004741,Cocoa Mass,2366,720.06,1703661.96
INV/004741,Mint Flavour,1461,470.46,687342.06
INV/004741,Permitted Colour,548,825.59,452423.32
INV/004742,Cocoa Mass,951,613.36,583305.36
INV/004742,Cardamom Oil,3818,301.87,1152539.66
INV/004743,Corrugated Box,411,32.17,13221.87
INV/004743,Shrink Sleeve,1229,201.18,247250.22
INV/004744,PET Bottle 500ml,2384,791.1,1885982.4
INV/004744,PET Bottle 500ml,3088,577.99,1784833.12
INV/004744,PET Bottle 500ml,2497,585.56,1462143.32
INV/004745,Menthol Crystals,2218,517.45,1147704.1
INV/004746,Cocoa Mass,2311,418.37,966853.07
INV/004746,Citric Acid,2495,302.34,754338.3
INV/004746,Cardamom Oil,3910,841.89,3291789.9
INV/004747,Mono Carton,4532,256.31,1161596.92
INV/004747,Shrink Sleeve,3290,201.97,664481.3
INV/004747,PET Bottle 500ml,1622,56.52,91675.44
INV/004748,Cocoa Mass,186,474.86,88323.96
INV/004749,Milk Solids,4903,746.98,3662442.94
INV/004750,Cold-Chain Haulage,2238,716.83,1604265.54
INV/004750,Warehousing,1676,899.19,1507042.44
INV/004750,Primary Freight,4545,542.16,2464117.2
INV/004751,Glucose Syrup,3531,841.16,2970135.96
INV/004752,Secondary Freight,3582,577.48,2068533.36
INV/004753,PET Bottle 500ml,1528,635.6,971196.8
INV/004753,Wrapper Film,3460,657.07,2273462.2
INV/004753,Corrugated Box,4727,239.5,1132116.5
INV/004754,Primary Freight,781,476.83,372404.23
INV/004754,Cold-Chain Haulage,1562,32.61,50936.82
INV/004754,Primary Freight,4307,657.0,2829699.0
INV/004754,Primary Freight,498,717.82,357474.36
INV/004755,Security Services,1761,36.4,64100.4
INV/004755,Security Services,2410,24.59,59261.9
INV/004755,Housekeeping,3195,253.66,810443.7
INV/004756,Edible Starch,1454,619.05,900098.7
INV/004756,Menthol Crystals,2694,471.65,1270625.1
INV/004756,Edible Starch,201,84.23,16930.23
INV/004756,Refined Sugar,3442,574.05,1975880.1
INV/004757,PET Bottle 500ml,160,517.17,82747.2
INV/004757,Mono Carton,1543,90.09,139008.87
INV/004757,Mono Carton,4555,181.04,824637.2
INV/004758,Corrugated Box,3281,502.73,1649457.13
INV/004759,Cold-Chain Haulage,2456,56.19,138002.64
INV/004760,Cocoa Mass,1575,690.14,1086970.5
INV/004760,Mint Flavour,3745,791.44,2963942.8
INV/004761,PET Bottle 500ml,541,343.6,185887.6
INV/004762,Citric Acid,4881,75.71,369540.51
INV/004762,Mint Flavour,4350,429.93,1870195.5
INV/004762,Cocoa Mass,1069,41.84,44726.96
INV/004762,Cocoa Mass,3261,811.37,2645877.57
INV/004762-D,Citric Acid,4881,75.71,369540.51
INV/004762-D,Mint Flavour,4350,429.93,1870195.5
INV/004762-D,Cocoa Mass,1069,41.84,44726.96
INV/004762-D,Cocoa Mass,3261,811.37,2645877.57
INV/004763,Wrapper Film,893,731.05,652827.65
INV/004763,PET Bottle 500ml,151,748.37,113003.87
INV/004764,Consulting,3408,475.28,1619754.24
INV/004764,Housekeeping,1872,489.03,915464.16
INV/004764,Housekeeping,1992,230.56,459275.52
INV/004765,Housekeeping,3440,666.94,2294273.6
INV/004765,IT AMC,1494,515.71,770470.74
INV/004765,Security Services,3780,172.47,651936.6
INV/004765,IT AMC,722,738.8,533413.6
INV/004765-D,Housekeeping,3440,666.94,2294273.6
INV/004765-D,IT AMC,1494,515.71,770470.74
INV/004765-D,Security Services,3780,172.47,651936.6
INV/004765-D,IT AMC,722,738.8,533413.6
INV/004766,Cold-Chain Haulage,2100,107.07,224847.0
INV/004766,Secondary Freight,3357,591.09,1984289.13
INV/004766,Secondary Freight,1312,278.85,365851.2
INV/004766,Primary Freight,1812,40.79,73911.48
INV/004767,Cardamom Oil,1974,375.37,740980.38
INV/004767,Cardamom Oil,80,433.92,34713.6
INV/004768,Mint Flavour,3890,473.84,1843237.6
INV/004768,Mint Flavour,568,390.95,222059.6
INV/004769,Menthol Crystals,1858,711.71,1322357.18
INV/004770,Cardamom Oil,828,527.61,436861.08
INV/004771,Edible Starch,2200,321.43,707146.0
INV/004771,Menthol Crystals,2067,620.2,1281953.4
INV/004771,Milk Solids,4917,774.87,3810035.79
INV/004772,Consulting,2065,708.43,1462907.95
INV/004772,Security Services,2018,33.86,68329.48
INV/004773,Cardamom Oil,4920,256.85,1263702.0
INV/004773,Citric Acid,4767,496.45,2366577.15
INV/004773,Permitted Colour,2256,499.54,1126962.24
INV/004773,Cardamom Oil,3896,528.26,2058100.96
INV/004774,Shrink Sleeve,889,216.06,192077.34
INV/004774,Wrapper Film,3036,95.34,289452.24
INV/004774,Corrugated Box,1674,565.66,946914.84
INV/004775,Citric Acid,2857,432.95,1236938.15
INV/004776,Corrugated Box,2430,309.07,751040.1
INV/004777,Cocoa Mass,2274,436.34,992237.16
INV/004778,Shrink Sleeve,3013,870.83,2623810.79
INV/004779,IT AMC,2443,689.02,1683275.86
INV/004779,Consulting,2758,431.24,1189359.92
INV/004779,Security Services,4291,297.26,1275542.66
INV/004780,AMC-Machinery,4742,223.86,1061544.12
INV/004781,Mint Flavour,695,374.57,260326.15
INV/004781,Citric Acid,2212,586.33,1296961.96
INV/004782,Consulting,2463,580.37,1429451.31
INV/004782,IT AMC,2466,772.55,1905108.3
INV/004783,Primary Freight,732,163.91,119982.12
INV/004783,Warehousing,2249,822.73,1850319.77
INV/004783,Secondary Freight,1561,447.87,699125.07
INV/004783,Cold-Chain Haulage,2679,1016.4,2722935.6
INV/004784,Secondary Freight,3344,98.63,329818.72
INV/004785,Permitted Colour,3053,704.87,2151968.11
INV/004785,Mint Flavour,2898,697.14,2020311.72
INV/004785,Cardamom Oil,866,626.33,542401.78
INV/004786,Mint Flavour,1573,732.07,1151546.11
INV/004786,Cardamom Oil,583,822.27,479383.41
INV/004787,Housekeeping,599,725.43,434532.57
INV/004787,Housekeeping,2085,682.46,1422929.1
INV/004787,IT AMC,3177,815.44,2590652.88
INV/004788,AMC-Machinery,1333,459.39,612366.87
INV/004789,Mint Flavour,563,440.3,247888.9
INV/004789,Permitted Colour,3165,318.31,1007451.15
INV/004789,Mint Flavour,4796,668.61,3206653.56
INV/004789,Cardamom Oil,2320,222.62,516478.4
INV/004789-D,Mint Flavour,563,440.3,247888.9
INV/004789-D,Permitted Colour,3165,318.31,1007451.15
INV/004789-D,Mint Flavour,4796,668.61,3206653.56
INV/004789-D,Cardamom Oil,2320,222.62,516478.4
INV/004790,Primary Freight,1189,120.58,143369.62
INV/004791,Primary Freight,2293,121.61,278851.73
INV/004791,Cold-Chain Haulage,2423,630.87,1528598.01
INV/004792,IT AMC,3859,589.88,2276346.92
INV/004793,Menthol Crystals,2524,744.13,1878184.12
INV/004793,Refined Sugar,3191,547.91,1748380.81
INV/004793,Glucose Syrup,4820,343.71,1656682.2
INV/004793,Glucose Syrup,80,629.78,50382.4
INV/004794,IT AMC,3004,688.37,2067863.48
INV/004795,Consulting,3390,669.32,2268994.8
INV/004795,Security Services,778,533.67,415195.26
INV/004796,Cardamom Oil,816,556.21,453867.36
INV/004796,Cardamom Oil,1420,673.88,956909.6
INV/004796,Cardamom Oil,1868,525.44,981521.92
INV/004797,AMC-Machinery,1350,591.84,798984.0
INV/004798,Citric Acid,4443,120.77,536581.11
INV/004798,Cocoa Mass,2523,566.32,1428825.36
INV/004799,Refined Sugar,1470,411.05,604243.5
INV/004799,Glucose Syrup,2900,77.8,225620.0
INV/004799,Refined Sugar,1270,147.71,187591.7
INV/004800,Milk Solids,4485,98.24,440606.4
INV/004801,Primary Freight,1698,231.92,393800.16
INV/004801,Primary Freight,1202,536.31,644644.62
INV/004801,Warehousing,2998,112.14,336195.72
INV/004801,Cold-Chain Haulage,2457,149.51,367346.07
INV/004802,Milk Solids,989,542.69,536720.41
INV/004802,Refined Sugar,4201,299.14,1256687.14
INV/004802,Glucose Syrup,2550,550.85,1404667.5
INV/004803,Security Services,1470,525.5,772485.0
INV/004803,Security Services,2424,384.7,932512.8
INV/004803,AMC-Machinery,4515,332.1,1499431.5
INV/004803,IT AMC,2957,9.06,26790.42
INV/004804,Milk Solids,1069,26.1,27900.9
INV/004804,Edible Starch,2217,787.84,1746641.28
INV/004804,Refined Sugar,69,287.73,19853.37
INV/004805,Citric Acid,1102,872.82,961847.64
INV/004806,Glucose Syrup,1434,659.14,945206.76
INV/004806,Menthol Crystals,435,401.81,174787.35
INV/004806,Milk Solids,2430,575.09,1397468.7
INV/004807,Glucose Syrup,1262,839.46,1059398.52
INV/004807,Milk Solids,2435,741.2,1804822.0
INV/004808,Mono Carton,3741,85.2,318733.2
INV/004808,Wrapper Film,3630,235.54,855010.2
INV/004808,Shrink Sleeve,502,830.93,417126.86
INV/004808,Wrapper Film,4215,76.37,321899.55
INV/004809,Wrapper Film,1285,293.55,377211.75
INV/004809,PET Bottle 500ml,678,276.21,187270.38
INV/004809,Wrapper Film,2341,532.38,1246301.58
INV/004810,Citric Acid,3290,120.59,396741.1
INV/004810,Citric Acid,4234,655.36,2774794.24
INV/004810,Cardamom Oil,1617,676.76,1094320.92
INV/004811,Corrugated Box,1694,19.38,32829.72
INV/004811,Wrapper Film,3854,125.29,482867.66
INV/004811,PET Bottle 500ml,686,36.39,24963.54
INV/004811,Mono Carton,580,645.35,374303.0
INV/004812,Security Services,2641,61.27,161814.07
INV/004812,Consulting,3735,32.19,120229.65
INV/004812,Security Services,1561,819.74,1279614.14
INV/004813,Refined Sugar,257,895.47,230135.79
INV/004813,Glucose Syrup,3123,265.44,828969.12
INV/004813,Edible Starch,3246,703.21,2282619.66
INV/004814,Milk Solids,2715,410.98,1115810.7
INV/004814,Refined Sugar,2898,963.42,2791991.16
INV/004814,Refined Sugar,1956,30.57,59794.92
INV/004814,Edible Starch,1363,240.82,328237.66
INV/004815,Cold-Chain Haulage,3516,834.09,2932660.44
INV/004815,Cold-Chain Haulage,4848,278.02,1347840.96
INV/004815,Secondary Freight,2072,145.57,301621.04
