grn_no,po_no,grn_date,material,received_qty
GRN-04410,PO-2024-04410,2025-05-14,Citric Acid,1730
GRN-04411,PO-2024-04411,2024-11-01,Glucose Syrup,261
GRN-04411,PO-2024-04411,2024-11-01,Menthol Crystals,2355
GRN-04411,PO-2024-04411,2024-11-01,Edible Starch,3666
GRN-04411,PO-2024-04411,2024-11-01,Milk Solids,2988
GRN-04412,PO-2024-04412,2024-01-28,Glucose Syrup,3372
GRN-04413,PO-2024-04413,2024-10-30,Warehousing,2181
GRN-04413,PO-2024-04413,2024-10-30,Secondary Freight,2492
GRN-04413,PO-2024-04413,2024-10-30,Warehousing,4085
GRN-04414,PO-2024-04414,2024-01-28,Primary Freight,687
GRN-04415,PO-2024-04415,2024-01-10,AMC-Machinery,814
GRN-04415,PO-2024-04415,2024-01-10,Consulting,2621
GRN-04416,PO-2024-04416,2024-07-14,Mint Flavour,3882
GRN-04416,PO-2024-04416,2024-07-14,Permitted Colour,4242
GRN-04416,PO-2024-04416,2024-07-14,Citric Acid,2270
GRN-04416,PO-2024-04416,2024-07-14,Mint Flavour,1003
GRN-04417,PO-2024-04417,2025-06-17,Menthol Crystals,2792
GRN-04417,PO-2024-04417,2025-06-17,Milk Solids,4864
GRN-04418,PO-2024-04418,2024-01-23,Consulting,3845
GRN-04418,PO-2024-04418,2024-01-23,IT AMC,158
GRN-04418,PO-2024-04418,2024-01-23,Consulting,3793
GRN-04418,PO-2024-04418,2024-01-23,Housekeeping,1626
GRN-04419,PO-2024-04419,2024-11-09,Primary Freight,625
GRN-04420,PO-2024-04420,2024-07-01,Corrugated Box,176
GRN-04421,PO-2024-04421,2025-02-22,AMC-Machinery,4767
GRN-04421,PO-2024-04421,2025-02-22,IT AMC,458
GRN-04422,PO-2024-04422,2024-07-29,Wrapper Film,2753
GRN-04422,PO-2024-04422,2024-07-29,PET Bottle 500ml,2822
GRN-04422,PO-2024-04422,2024-07-29,Mono Carton,199
GRN-04423,PO-2024-04423,2024-10-16,Glucose Syrup,1761
GRN-04424,PO-2024-04424,2025-03-14,Mint Flavour,2077
GRN-04425,PO-2024-04425,2024-02-17,Cardamom Oil,3025
GRN-04425,PO-2024-04425,2024-02-17,Mint Flavour,3301
,PO-2024-04426,,IT AMC,0
,PO-2024-04426,,IT AMC,0
,PO-2024-04426,,AMC-Machinery,0
,PO-2024-04426,,Housekeeping,0
GRN-04427,PO-2024-04427,2024-04-09,Cardamom Oil,4837
GRN-04427,PO-2024-04427,2024-04-09,Citric Acid,3446
GRN-04428,PO-2024-04428,2024-06-11,Cocoa Mass,1815
GRN-04428,PO-2024-04428,2024-06-11,Cardamom Oil,372
GRN-04428,PO-2024-04428,2024-06-11,Cardamom Oil,1895
GRN-04428,PO-2024-04428,2024-06-11,Cocoa Mass,3675
GRN-04429,PO-2024-04429,2024-04-25,Edible Starch,698
GRN-04430,PO-2024-04430,2025-04-22,Shrink Sleeve,4722
GRN-04430,PO-2024-04430,2025-04-22,PET Bottle 500ml,124
GRN-04430,PO-2024-04430,2025-04-22,PET Bottle 500ml,3070
GRN-04431,PO-2024-04431,2024-12-08,Menthol Crystals,2045
GRN-04431,PO-2024-04431,2024-12-08,Menthol Crystals,4018
GRN-04431,PO-2024-04431,2024-12-08,Edible Starch,697
GRN-04432,PO-2024-04432,2025-01-10,PET Bottle 500ml,2350
GRN-04433,PO-2024-04433,2025-04-08,Citric Acid,306
GRN-04433,PO-2024-04433,2025-04-08,Cocoa Mass,3813
GRN-04433,PO-2024-04433,2025-04-08,Citric Acid,2891
GRN-04433,PO-2024-04433,2025-04-08,Mint Flavour,1309
GRN-04434,PO-2024-04434,2024-01-21,Corrugated Box,4022
GRN-04435,PO-2024-04435,2025-01-10,Glucose Syrup,4848
GRN-04435,PO-2024-04435,2025-01-10,Edible Starch,678
GRN-04435,PO-2024-04435,2025-01-10,Refined Sugar,1271
GRN-04436,PO-2024-04436,2024-03-20,IT AMC,2981
GRN-04437,PO-2024-04437,2025-03-21,Mono Carton,3977
GRN-04437,PO-2024-04437,2025-03-21,Shrink Sleeve,794
GRN-04438,PO-2024-04438,2024-09-17,Citric Acid,3350
GRN-04438,PO-2024-04438,2024-09-17,Mint Flavour,3204
GRN-04438,PO-2024-04438,2024-09-17,Mint Flavour,3095
GRN-04438,PO-2024-04438,2024-09-17,Mint Flavour,3990
GRN-04439,PO-2024-04439,2024-06-12,Security Services,4545
GRN-04439,PO-2024-04439,2024-06-12,IT AMC,275
GRN-04440,PO-2024-04440,2025-05-26,Consulting,3867
GRN-04440,PO-2024-04440,2025-05-26,AMC-Machinery,1961
GRN-04440,PO-2024-04440,2025-05-26,AMC-Machinery,2697
GRN-04440,PO-2024-04440,2025-05-26,Housekeeping,418
GRN-04441,PO-2024-04441,2024-11-20,Cardamom Oil,1612
GRN-04441,PO-2024-04441,2024-11-20,Mint Flavour,4984
GRN-04441,PO-2024-04441,2024-11-20,Permitted Colour,520
GRN-04442,PO-2024-04442,2025-01-15,Secondary Freight,3669
GRN-04442,PO-2024-04442,2025-01-15,Warehousing,3531
GRN-04443,PO-2024-04443,2024-09-18,Consulting,1913
GRN-04444,PO-2024-04444,2024-03-08,Cold-Chain Haulage,831
GRN-04445,PO-2024-04445,2025-02-18,Housekeeping,2915
GRN-04445,PO-2024-04445,2025-02-18,AMC-Machinery,954
GRN-04446,PO-2024-04446,2024-02-05,Warehousing,1234
GRN-04446,PO-2024-04446,2024-02-05,Primary Freight,1541
GRN-04447,PO-2024-04447,2025-05-20,Mint Flavour,3752
GRN-04447,PO-2024-04447,2025-05-20,Cardamom Oil,1968
GRN-04447,PO-2024-04447,2025-05-20,Cardamom Oil,4541
GRN-04448,PO-2024-04448,2024-04-06,Cold-Chain Haulage,3011
,PO-2024-04449,,IT AMC,0
,PO-2024-04449,,Housekeeping,0
,PO-2024-04449,,Security Services,0
,PO-2024-04449,,Housekeeping,0
GRN-04450,PO-2024-04450,2024-08-14,Primary Freight,3283
GRN-04450,PO-2024-04450,2024-08-14,Primary Freight,3828
GRN-04450,PO-2024-04450,2024-08-14,Cold-Chain Haulage,4845
GRN-04450,PO-2024-04450,2024-08-14,Primary Freight,3184
GRN-04451,PO-2024-04451,2024-05-14,Wrapper Film,3986
GRN-04452,PO-2024-04452,2025-05-27,AMC-Machinery,3282
GRN-04452,PO-2024-04452,2025-05-27,IT AMC,4712
GRN-04453,PO-2024-04453,2024-12-29,Menthol Crystals,1333
GRN-04454,PO-2024-04454,2024-07-27,Citric Acid,3670
GRN-04455,PO-2024-04455,2024-05-07,Citric Acid,943
GRN-04456,PO-2024-04456,2025-04-27,Mint Flavour,4063
GRN-04456,PO-2024-04456,2025-04-27,Cardamom Oil,422
GRN-04456,PO-2024-04456,2025-04-27,Citric Acid,4029
GRN-04456,PO-2024-04456,2025-04-27,Permitted Colour,1028
GRN-04457,PO-2024-04457,2025-04-04,Edible Starch,3624
GRN-04457,PO-2024-04457,2025-04-04,Refined Sugar,1340
GRN-04457,PO-2024-04457,2025-04-04,Menthol Crystals,2911
GRN-04458,PO-2024-04458,2024-02-08,Secondary Freight,4177
GRN-04458,PO-2024-04458,2024-02-08,Secondary Freight,381
GRN-04458,PO-2024-04458,2024-02-08,Primary Freight,510
GRN-04458,PO-2024-04458,2024-02-08,Warehousing,1799
GRN-04459,PO-2024-04459,2024-12-12,Housekeeping,220
GRN-04459,PO-2024-04459,2024-12-12,Consulting,693
GRN-04460,PO-2024-04460,2025-02-06,AMC-Machinery,583
GRN-04461,PO-2024-04461,2025-04-29,Warehousing,2922
GRN-04461,PO-2024-04461,2025-04-29,Cold-Chain Haulage,2327
GRN-04461,PO-2024-04461,2025-04-29,Secondary Freight,2748
GRN-04462,PO-2024-04462,2025-05-01,Milk Solids,4271
GRN-04463,PO-2024-04463,2025-05-07,Security Services,4620
GRN-04464,PO-2024-04464,2024-03-15,Housekeeping,4549
GRN-04465,PO-2024-04465,2024-02-09,Cold-Chain Haulage,1509
GRN-04465,PO-2024-04465,2024-02-09,Warehousing,122
GRN-04465,PO-2024-04465,2024-02-09,Warehousing,2278
GRN-04466,PO-2024-04466,2025-06-07,Menthol Crystals,471
GRN-04466,PO-2024-04466,2025-06-07,Menthol Crystals,3792
GRN-04466,PO-2024-04466,2025-06-07,Milk Solids,3255
GRN-04467,PO-2024-04467,2025-06-12,Corrugated Box,468
GRN-04467,PO-2024-04467,2025-06-12,Shrink Sleeve,796
GRN-04467,PO-2024-04467,2025-06-12,Wrapper Film,3922
GRN-04468,PO-2024-04468,2025-01-12,Edible Starch,4386
GRN-04468,PO-2024-04468,2025-01-12,Edible Starch,3573
GRN-04469,PO-2024-04469,2024-10-02,Shrink Sleeve,1494
GRN-04469,PO-2024-04469,2024-10-02,PET Bottle 500ml,529
GRN-04469,PO-2024-04469,2024-10-02,Shrink Sleeve,3367
GRN-04470,PO-2024-04470,2024-05-06,Primary Freight,1869
GRN-04470,PO-2024-04470,2024-05-06,Warehousing,81
GRN-04470,PO-2024-04470,2024-05-06,Primary Freight,4182
GRN-04471,PO-2024-04471,2024-09-15,Wrapper Film,4685
GRN-04471,PO-2024-04471,2024-09-15,PET Bottle 500ml,2842
GRN-04472,PO-2024-04472,2024-10-15,Security Services,783
GRN-04473,PO-2024-04473,2025-01-27,Security Services,177
GRN-04473,PO-2024-04473,2025-01-27,Security Services,4227
GRN-04473,PO-2024-04473,2025-01-27,Consulting,2945
GRN-04474,PO-2024-04474,2025-02-24,Mono Carton,1269
GRN-04474,PO-2024-04474,2025-02-24,Mono Carton,3119
GRN-04474,PO-2024-04474,2025-02-24,Shrink Sleeve,3789
GRN-04474,PO-2024-04474,2025-02-24,Corrugated Box,4312
GRN-04475,PO-2024-04475,2024-02-12,Shrink Sleeve,3820
GRN-04475,PO-2024-04475,2024-02-12,Corrugated Box,425
GRN-04476,PO-2024-04476,2024-06-03,Corrugated Box,3975
GRN-04477,PO-2024-04477,2024-06-18,Consulting,3975
GRN-04477,PO-2024-04477,2024-06-18,Consulting,2604
GRN-04477,PO-2024-04477,2024-06-18,Consulting,130
GRN-04477,PO-2024-04477,2024-06-18,AMC-Machinery,3172
GRN-04478,PO-2024-04478,2024-10-31,Cold-Chain Haulage,1812
GRN-04478,PO-2024-04478,2024-10-31,Primary Freight,2630
GRN-04478,PO-2024-04478,2024-10-31,Warehousing,4000
GRN-04478,PO-2024-04478,2024-10-31,Cold-Chain Haulage,2580
GRN-04479,PO-2024-04479,2024-07-29,Corrugated Box,1718
GRN-04480,PO-2024-04480,2025-01-10,Mint Flavour,1941
GRN-04480,PO-2024-04480,2025-01-10,Cocoa Mass,2213
GRN-04480,PO-2024-04480,2025-01-10,Cocoa Mass,4502
GRN-04480,PO-2024-04480,2025-01-10,Cocoa Mass,2250
GRN-04481,PO-2024-04481,2024-05-04,Secondary Freight,1299
GRN-04481,PO-2024-04481,2024-05-04,Cold-Chain Haulage,4150
GRN-04482,PO-2024-04482,2024-11-06,AMC-Machinery,421
GRN-04482,PO-2024-04482,2024-11-06,Consulting,4631
GRN-04482,PO-2024-04482,2024-11-06,AMC-Machinery,1266
GRN-04482,PO-2024-04482,2024-11-06,Security Services,1262
GRN-04483,PO-2024-04483,2025-04-16,Secondary Freight,4963
GRN-04483,PO-2024-04483,2025-04-16,Cold-Chain Haulage,3417
GRN-04483,PO-2024-04483,2025-04-16,Warehousing,2405
GRN-04484,PO-2024-04484,2024-08-22,Glucose Syrup,1809
GRN-04484,PO-2024-04484,2024-08-22,Edible Starch,4666
GRN-04485,PO-2024-04485,2025-02-13,Wrapper Film,3710
GRN-04485,PO-2024-04485,2025-02-13,Corrugated Box,4749
GRN-04486,PO-2024-04486,2025-02-05,Mono Carton,4089
GRN-04487,PO-2024-04487,2024-02-29,Mono Carton,266
GRN-04487,PO-2024-04487,2024-02-29,Corrugated Box,581
GRN-04487,PO-2024-04487,2024-02-29,Corrugated Box,3699
GRN-04488,PO-2024-04488,2025-01-30,Warehousing,693
GRN-04488,PO-2024-04488,2025-01-30,Secondary Freight,3384
GRN-04489,PO-2024-04489,2024-10-07,Cold-Chain Haulage,2110
GRN-04489,PO-2024-04489,2024-10-07,Secondary Freight,547
GRN-04490,PO-2024-04490,2025-01-18,Cold-Chain Haulage,3134
GRN-04491,PO-2024-04491,2025-01-31,IT AMC,3872
GRN-04491,PO-2024-04491,2025-01-31,Security Services,2242
GRN-04491,PO-2024-04491,2025-01-31,AMC-Machinery,2164
GRN-04491,PO-2024-04491,2025-01-31,IT AMC,2078
GRN-04492,PO-2024-04492,2024-09-21,Glucose Syrup,4972
GRN-04493,PO-2024-04493,2024-02-22,Citric Acid,2763
GRN-04493,PO-2024-04493,2024-02-22,Permitted Colour,4306
GRN-04494,PO-2024-04494,2024-10-28,Menthol Crystals,3459
GRN-04495,PO-2024-04495,2025-04-10,Consulting,1329
GRN-04495,PO-2024-04495,2025-04-10,Housekeeping,1184
GRN-04495,PO-2024-04495,2025-04-10,Security Services,1938
GRN-04496,PO-2024-04496,2024-08-16,Citric Acid,4709
GRN-04496,PO-2024-04496,2024-08-16,Permitted Colour,3906
GRN-04496,PO-2024-04496,2024-08-16,Citric Acid,4054
GRN-04496,PO-2024-04496,2024-08-16,Mint Flavour,946
GRN-04497,PO-2024-04497,2025-04-20,Wrapper Film,3597
GRN-04498,PO-2024-04498,2025-04-01,Milk Solids,2359
GRN-04498,PO-2024-04498,2025-04-01,Milk Solids,1212
GRN-04498,PO-2024-04498,2025-04-01,Edible Starch,4822
GRN-04499,PO-2024-04499,2025-02-08,Cocoa Mass,4582
GRN-04500,PO-2024-04500,2024-07-18,Permitted Colour,956
GRN-04500,PO-2024-04500,2024-07-18,Citric Acid,1218
GRN-04500,PO-2024-04500,2024-07-18,Cardamom Oil,699
GRN-04500,PO-2024-04500,2024-07-18,Cocoa Mass,704
GRN-04501,PO-2024-04501,2025-05-14,Citric Acid,2139
GRN-04501,PO-2024-04501,2025-05-14,Citric Acid,1637
GRN-04501,PO-2024-04501,2025-05-14,Permitted Colour,4121
GRN-04501,PO-2024-04501,2025-05-14,Mint Flavour,2945
GRN-04502,PO-2024-04502,2024-08-08,Citric Acid,4327
GRN-04503,PO-2024-04503,2024-04-05,Mono Carton,2123
GRN-04503,PO-2024-04503,2024-04-05,PET Bottle 500ml,2221
GRN-04503,PO-2024-04503,2024-04-05,Wrapper Film,815
GRN-04504,PO-2024-04504,2024-01-22,Refined Sugar,1110
GRN-04504,PO-2024-04504,2024-01-22,Glucose Syrup,1969
GRN-04505,PO-2024-04505,2024-07-22,Refined Sugar,1072
GRN-04506,PO-2024-04506,2024-07-28,Housekeeping,2711
GRN-04506,PO-2024-04506,2024-07-28,Consulting,4650
GRN-04507,PO-2024-04507,2024-02-28,Security Services,3802
GRN-04508,PO-2024-04508,2024-01-23,Refined Sugar,3667
GRN-04509,PO-2024-04509,2024-08-11,Citric Acid,422
GRN-04509,PO-2024-04509,2024-08-11,Cardamom Oil,2152
GRN-04509,PO-2024-04509,2024-08-11,Mint Flavour,3139
GRN-04510,PO-2024-04510,2024-03-30,Primary Freight,3111
GRN-04510,PO-2024-04510,2024-03-30,Primary Freight,2099
GRN-04510,PO-2024-04510,2024-03-30,Primary Freight,887
GRN-04510,PO-2024-04510,2024-03-30,Cold-Chain Haulage,516
GRN-04511,PO-2024-04511,2024-08-30,Security Services,2781
GRN-04511,PO-2024-04511,2024-08-30,Security Services,2253
GRN-04512,PO-2024-04512,2024-06-16,Wrapper Film,2350
GRN-04512,PO-2024-04512,2024-06-16,Wrapper Film,3796
GRN-04512,PO-2024-04512,2024-06-16,Wrapper Film,2262
GRN-04512,PO-2024-04512,2024-06-16,Corrugated Box,256
GRN-04513,PO-2024-04513,2024-02-20,Edible Starch,4497
GRN-04513,PO-2024-04513,2024-02-20,Glucose Syrup,1033
GRN-04513,PO-2024-04513,2024-02-20,Edible Starch,1769
GRN-04513,PO-2024-04513,2024-02-20,Glucose Syrup,2969
GRN-04514,PO-2024-04514,2025-02-10,Cardamom Oil,4045
GRN-04514,PO-2024-04514,2025-02-10,Mint Flavour,134
GRN-04514,PO-2024-04514,2025-02-10,Permitted Colour,315
GRN-04514,PO-2024-04514,2025-02-10,Permitted Colour,3296
GRN-04515,PO-2024-04515,2024-01-16,AMC-Machinery,699
GRN-04516,PO-2024-04516,2024-01-19,Shrink Sleeve,707
GRN-04516,PO-2024-04516,2024-01-19,Wrapper Film,2667
GRN-04516,PO-2024-04516,2024-01-19,Corrugated Box,1679
GRN-04517,PO-2024-04517,2025-01-18,Wrapper Film,3596
GRN-04517,PO-2024-04517,2025-01-18,PET Bottle 500ml,4284
GRN-04517,PO-2024-04517,2025-01-18,Corrugated Box,158
GRN-04517,PO-2024-04517,2025-01-18,Corrugated Box,4630
GRN-04518,PO-2024-04518,2024-04-25,IT AMC,2732
GRN-04518,PO-2024-04518,2024-04-25,Housekeeping,2665
GRN-04518,PO-2024-04518,2024-04-25,Housekeeping,743
GRN-04518,PO-2024-04518,2024-04-25,AMC-Machinery,750
GRN-04519,PO-2024-04519,2025-04-10,AMC-Machinery,4875
GRN-04520,PO-2024-04520,2025-01-30,Shrink Sleeve,1770
GRN-04520,PO-2024-04520,2025-01-30,Corrugated Box,1705
GRN-04520,PO-2024-04520,2025-01-30,Wrapper Film,86
GRN-04520,PO-2024-04520,2025-01-30,Wrapper Film,3822
GRN-04521,PO-2024-04521,2024-12-19,PET Bottle 500ml,1973
GRN-04521,PO-2024-04521,2024-12-19,Wrapper Film,999
GRN-04521,PO-2024-04521,2024-12-19,Mono Carton,852
GRN-04521,PO-2024-04521,2024-12-19,Shrink Sleeve,3783
GRN-04522,PO-2024-04522,2024-01-07,Corrugated Box,4352
GRN-04523,PO-2024-04523,2024-03-31,Citric Acid,1234
GRN-04523,PO-2024-04523,2024-03-31,Cardamom Oil,357
GRN-04524,PO-2024-04524,2024-02-19,PET Bottle 500ml,1635
GRN-04525,PO-2024-04525,2025-06-29,Warehousing,467
GRN-04525,PO-2024-04525,2025-06-29,Warehousing,3497
GRN-04525,PO-2024-04525,2025-06-29,Warehousing,1643
GRN-04526,PO-2024-04526,2025-01-02,Warehousing,2055
GRN-04526,PO-2024-04526,2025-01-02,Warehousing,160
GRN-04526,PO-2024-04526,2025-01-02,Primary Freight,2632
GRN-04527,PO-2024-04527,2024-10-03,Security Services,4304
GRN-04528,PO-2024-04528,2024-05-30,Warehousing,1496
GRN-04528,PO-2024-04528,2024-05-30,Warehousing,518
GRN-04528,PO-2024-04528,2024-05-30,Cold-Chain Haulage,3833
GRN-04529,PO-2024-04529,2024-04-11,Citric Acid,2375
GRN-04529,PO-2024-04529,2024-04-11,Permitted Colour,3901
GRN-04529,PO-2024-04529,2024-04-11,Permitted Colour,604
GRN-04530,PO-2024-04530,2024-07-03,Warehousing,961
GRN-04530,PO-2024-04530,2024-07-03,Secondary Freight,4347
GRN-04531,PO-2024-04531,2024-07-06,AMC-Machinery,4475
GRN-04532,PO-2024-04532,2025-04-16,Housekeeping,1638
GRN-04532,PO-2024-04532,2025-04-16,Consulting,2739
GRN-04532,PO-2024-04532,2025-04-16,IT AMC,2621
GRN-04533,PO-2024-04533,2025-05-22,Shrink Sleeve,4299
GRN-04533,PO-2024-04533,2025-05-22,Wrapper Film,379
GRN-04534,PO-2024-04534,2024-05-24,Glucose Syrup,976
GRN-04534,PO-2024-04534,2024-05-24,Glucose Syrup,3604
GRN-04535,PO-2024-04535,2024-09-06,Security Services,681
GRN-04535,PO-2024-04535,2024-09-06,AMC-Machinery,2992
GRN-04535,PO-2024-04535,2024-09-06,Security Services,222
GRN-04535,PO-2024-04535,2024-09-06,AMC-Machinery,2414
GRN-04536,PO-2024-04536,2024-09-26,IT AMC,4361
GRN-04537,PO-2024-04537,2024-12-07,Edible Starch,50
GRN-04537,PO-2024-04537,2024-12-07,Menthol Crystals,2068
GRN-04537,PO-2024-04537,2024-12-07,Refined Sugar,2956
GRN-04537,PO-2024-04537,2024-12-07,Milk Solids,1207
GRN-04538,PO-2024-04538,2025-05-07,Mint Flavour,675
GRN-04539,PO-2024-04539,2024-07-26,Consulting,5168
GRN-04540,PO-2024-04540,2024-04-08,Primary Freight,4912
GRN-04541,PO-2024-04541,2024-12-10,Milk Solids,2996
GRN-04542,PO-2024-04542,2025-02-13,Shrink Sleeve,1472
GRN-04542,PO-2024-04542,2025-02-13,Shrink Sleeve,1135
GRN-04542,PO-2024-04542,2025-02-13,PET Bottle 500ml,2777
GRN-04542,PO-2024-04542,2025-02-13,Shrink Sleeve,4446
GRN-04543,PO-2024-04543,2024-02-20,Glucose Syrup,3533
GRN-04543,PO-2024-04543,2024-02-20,Menthol Crystals,426
GRN-04544,PO-2024-04544,2025-02-14,Security Services,1673
GRN-04544,PO-2024-04544,2025-02-14,Security Services,2462
GRN-04545,PO-2024-04545,2024-01-21,Cardamom Oil,2103
GRN-04546,PO-2024-04546,2024-07-18,Secondary Freight,129
GRN-04546,PO-2024-04546,2024-07-18,Secondary Freight,4980
GRN-04547,PO-2024-04547,2024-10-18,PET Bottle 500ml,2374
GRN-04548,PO-2024-04548,2024-10-26,Primary Freight,1724
GRN-04548,PO-2024-04548,2024-10-26,Secondary Freight,3517
GRN-04548,PO-2024-04548,2024-10-26,Primary Freight,1288
GRN-04549,PO-2024-04549,2025-03-14,Corrugated Box,1230
GRN-04549,PO-2024-04549,2025-03-14,PET Bottle 500ml,894
GRN-04549,PO-2024-04549,2025-03-14,Mono Carton,4184
GRN-04549,PO-2024-04549,2025-03-14,PET Bottle 500ml,3630
GRN-04550,PO-2024-04550,2024-07-31,Menthol Crystals,2690
GRN-04550,PO-2024-04550,2024-07-31,Glucose Syrup,1159
GRN-04550,PO-2024-04550,2024-07-31,Menthol Crystals,2447
GRN-04551,PO-2024-04551,2025-06-04,Mono Carton,4902
GRN-04552,PO-2024-04552,2025-06-07,AMC-Machinery,4740
GRN-04552,PO-2024-04552,2025-06-07,IT AMC,4141
GRN-04552,PO-2024-04552,2025-06-07,Security Services,677
GRN-04552,PO-2024-04552,2025-06-07,AMC-Machinery,853
GRN-04553,PO-2024-04553,2024-08-13,Refined Sugar,402
GRN-04553,PO-2024-04553,2024-08-13,Menthol Crystals,1483
GRN-04553,PO-2024-04553,2024-08-13,Refined Sugar,2460
GRN-04554,PO-2024-04554,2025-06-23,PET Bottle 500ml,4199
GRN-04554,PO-2024-04554,2025-06-23,Corrugated Box,553
GRN-04555,PO-2024-04555,2025-06-04,Secondary Freight,635
GRN-04555,PO-2024-04555,2025-06-04,Cold-Chain Haulage,4572
GRN-04555,PO-2024-04555,2025-06-04,Warehousing,2527
GRN-04555,PO-2024-04555,2025-06-04,Warehousing,4418
GRN-04556,PO-2024-04556,2025-03-01,Menthol Crystals,2518
GRN-04557,PO-2024-04557,2024-02-22,Menthol Crystals,4081
GRN-04557,PO-2024-04557,2024-02-22,Edible Starch,1956
GRN-04557,PO-2024-04557,2024-02-22,Refined Sugar,3129
GRN-04557,PO-2024-04557,2024-02-22,Refined Sugar,2019
GRN-04558,PO-2024-04558,2024-12-30,Mono Carton,4087
GRN-04558,PO-2024-04558,2024-12-30,Wrapper Film,2403
GRN-04559,PO-2024-04559,2024-08-06,Primary Freight,4667
GRN-04559,PO-2024-04559,2024-08-06,Warehousing,2089
GRN-04560,PO-2024-04560,2024-10-25,Glucose Syrup,711
GRN-04560,PO-2024-04560,2024-10-25,Menthol Crystals,1642
GRN-04561,PO-2024-04561,2024-04-02,Secondary Freight,279
GRN-04562,PO-2024-04562,2025-04-09,Refined Sugar,856
GRN-04562,PO-2024-04562,2025-04-09,Glucose Syrup,1613
GRN-04562,PO-2024-04562,2025-04-09,Menthol Crystals,1709
GRN-04563,PO-2024-04563,2025-01-07,Primary Freight,3166
GRN-04563,PO-2024-04563,2025-01-07,Primary Freight,286
GRN-04564,PO-2024-04564,2024-03-04,Secondary Freight,555
GRN-04564,PO-2024-04564,2024-03-04,Secondary Freight,4812
GRN-04565,PO-2024-04565,2024-03-15,AMC-Machinery,2650
GRN-04565,PO-2024-04565,2024-03-15,AMC-Machinery,271
GRN-04565,PO-2024-04565,2024-03-15,Consulting,1432
GRN-04565,PO-2024-04565,2024-03-15,Security Services,2702
GRN-04566,PO-2024-04566,2025-05-22,Cocoa Mass,4003
GRN-04566,PO-2024-04566,2025-05-22,Citric Acid,83
GRN-04566,PO-2024-04566,2025-05-22,Cardamom Oil,1477
GRN-04566,PO-2024-04566,2025-05-22,Citric Acid,1747
GRN-04567,PO-2024-04567,2025-06-29,Mint Flavour,2898
GRN-04567,PO-2024-04567,2025-06-29,Cardamom Oil,932
GRN-04567,PO-2024-04567,2025-06-29,Cardamom Oil,3885
GRN-04567,PO-2024-04567,2025-06-29,Permitted Colour,644
GRN-04568,PO-2024-04568,2024-08-01,Primary Freight,2930
GRN-04568,PO-2024-04568,2024-08-01,Warehousing,1307
GRN-04568,PO-2024-04568,2024-08-01,Secondary Freight,653
GRN-04568,PO-2024-04568,2024-08-01,Primary Freight,3602
GRN-04569,PO-2024-04569,2024-01-28,Shrink Sleeve,1915
GRN-04569,PO-2024-04569,2024-01-28,Corrugated Box,1038
GRN-04569,PO-2024-04569,2024-01-28,Shrink Sleeve,4626
GRN-04569,PO-2024-04569,2024-01-28,Shrink Sleeve,644
GRN-04570,PO-2024-04570,2025-01-18,Milk Solids,4746
GRN-04571,PO-2024-04571,2024-09-29,Milk Solids,4976
GRN-04571,PO-2024-04571,2024-09-29,Edible Starch,4420
GRN-04571,PO-2024-04571,2024-09-29,Glucose Syrup,1163
GRN-04571,PO-2024-04571,2024-09-29,Edible Starch,1290
GRN-04572,PO-2024-04572,2024-12-27,Milk Solids,2310
GRN-04572,PO-2024-04572,2024-12-27,Glucose Syrup,2073
GRN-04572,PO-2024-04572,2024-12-27,Edible Starch,2804
GRN-04572,PO-2024-04572,2024-12-27,Milk Solids,3138
GRN-04573,PO-2024-04573,2024-04-14,Warehousing,3646
GRN-04573,PO-2024-04573,2024-04-14,Secondary Freight,3964
GRN-04573,PO-2024-04573,2024-04-14,Primary Freight,4914
,PO-2024-04574,,Mint Flavour,0
,PO-2024-04574,,Permitted Colour,0
GRN-04575,PO-2024-04575,2024-06-12,Mono Carton,869
GRN-04575,PO-2024-04575,2024-06-12,PET Bottle 500ml,2171
GRN-04575,PO-2024-04575,2024-06-12,Corrugated Box,1592
GRN-04576,PO-2024-04576,2025-05-13,Milk Solids,968
GRN-04577,PO-2024-04577,2024-07-07,Security Services,2458
GRN-04578,PO-2024-04578,2025-02-22,Primary Freight,1644
GRN-04579,PO-2024-04579,2024-09-12,IT AMC,2869
GRN-04580,PO-2024-04580,2024-06-08,Refined Sugar,1115
GRN-04580,PO-2024-04580,2024-06-08,Menthol Crystals,3045
GRN-04581,PO-2024-04581,2025-07-03,Wrapper Film,525
GRN-04581,PO-2024-04581,2025-07-03,Shrink Sleeve,4399
GRN-04581,PO-2024-04581,2025-07-03,Corrugated Box,3259
GRN-04581,PO-2024-04581,2025-07-03,Wrapper Film,234
GRN-04582,PO-2024-04582,2024-10-04,Cocoa Mass,4718
GRN-04582,PO-2024-04582,2024-10-04,Citric Acid,4964
GRN-04583,PO-2024-04583,2025-05-11,Secondary Freight,3306
GRN-04583,PO-2024-04583,2025-05-11,Primary Freight,4483
GRN-04583,PO-2024-04583,2025-05-11,Secondary Freight,1101
GRN-04584,PO-2024-04584,2024-11-16,Cocoa Mass,3934
GRN-04584,PO-2024-04584,2024-11-16,Citric Acid,551
GRN-04584,PO-2024-04584,2024-11-16,Citric Acid,4146
GRN-04584,PO-2024-04584,2024-11-16,Citric Acid,4020
GRN-04585,PO-2024-04585,2025-01-28,Milk Solids,3560
