invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/003481,PO-2024-03481,GRN-03481,VEND-0012,21SYN8990D1Z0,2024-03-10,PLNT-14,4680031.9,18,842405.74,5522437.64
INV/003482,PO-2024-03482,GRN-03482,VEND-0071,11SYN7451D1Z7,2024-02-18,PLNT-01,1482542.62,12,177905.11,1660447.73
INV/003483,PO-2024-03483,GRN-03483,VEND-0014,24SYN2486G1ZX,2025-01-15,PLNT-13,865036.09,12,103804.33,968840.42
INV/003484,PO-2024-03484,GRN-03484,VEND-0008,14SYN2642D1Z8,2024-06-02,PLNT-12,1394620.17,18,251031.63,1645651.8
INV/003485,PO-2024-03485,GRN-03485,VEND-0088,07SYN3699H1Z8,2025-03-30,PLNT-15,4414422.16,5,220721.11,4635143.27
INV/003486,PO-2024-03486,GRN-03486,VEND-0032,15SYN9081B1Z2,2024-07-17,PLNT-11,280613.61,12,33673.63,314287.24
INV/003487,PO-2024-03487,GRN-03487,VEND-0063,07SYN4428H1Z2,2024-08-13,PLNT-07,1290024.66,18,232204.44,1522229.1
INV/003488,PO-2024-03488,GRN-03488,VEND-0055,16SYN4657B1Z3,2024-05-22,PLNT-09,727328.64,18,130919.16,858247.8
INV/003489,PO-2024-03489,GRN-03489,VEND-0117,08SYN2481G1Z4,2024-05-31,PLNT-14,184459.38,18,33202.69,217662.07
INV/003490,PO-2024-03490,GRN-03490,VEND-0021,34SYN7702E1Z3,2024-07-30,PLNT-09,6268679.73,5,313433.99,6582113.72
INV/003491,PO-2024-03491,GRN-03491,VEND-0063,07SYN4428H1Z2,2024-09-30,PLNT-07,6475983.18,5,323799.16,6799782.34
INV/003492,PO-2024-03492,GRN-03492,VEND-0054,29SYN9963D1Z5,2025-03-12,PLNT-09,1001019.93,5,50051.0,1051070.93
INV/003493,PO-2024-03493,GRN-03493,VEND-0022,35SYN4697H1Z2,2025-02-02,PLNT-14,154769.98,18,27858.6,182628.58
INV/003494,PO-2024-03494,GRN-03494,VEND-0068,33SYN5455H1Z6,2024-07-14,PLNT-10,3522521.82,12,422702.62,3945224.44
INV/003495,PO-2024-03495,GRN-03495,VEND-0101,14SYN8435H1Z0,2025-03-21,PLNT-05,2547660.16,12,305719.22,2853379.38
INV/003496,PO-2024-03496,GRN-03496,VEND-0103,12SYN5985A1Z2,2025-01-31,PLNT-02,1856461.08,12,222775.33,2079236.41
INV/003497,PO-2024-03497,GRN-03497,VEND-0099,21SYN5685F1Z7,2024-01-23,PLNT-01,129473.92,18,23305.31,152779.23
INV/003498,PO-2024-03498,GRN-03498,VEND-0050,10SYN8394D1Z0,2024-04-16,PLNT-02,3755523.05,5,187776.15,3943299.2
INV/003499,PO-2024-03499,GRN-03499,VEND-0101,14SYN8435H1Z0,2024-02-12,PLNT-01,2774523.6,12,332942.83,3107466.43
INV/003500,PO-2024-03500,GRN-03500,VEND-0116,10SYN9921F1Z8,2025-01-12,PLNT-07,917294.35,5,45864.72,963159.07
INV/003501,PO-2024-03501,GRN-03501,VEND-0109,36SYN3071D1Z2,2025-03-11,PLNT-12,2365515.63,18,425792.81,2791308.44
INV/003502,PO-2024-03502,GRN-03502,VEND-0086,07SYN7098D1Z0,2025-03-07,PLNT-01,8528263.62,18,1535087.45,10063351.07
INV/003503,PO-2024-03503,GRN-03503,VEND-0075,26SYN2821G1Z6,2025-01-28,PLNT-14,281593.78,18,50686.88,332280.66
INV/003504,PO-2024-03504,GRN-03504,VEND-0070,35SYN3371H1Z7,2024-02-24,PLNT-08,2993199.78,5,149659.99,3142859.77
INV/003505,PO-2024-03505,GRN-03505,VEND-0060,07SYN9104G1Z4,2024-06-13,PLNT-12,1792356.88,5,89617.84,1881974.72
INV/003506,PO-2024-03506,GRN-03506,VEND-0004,05SYN5737A1Z8,2024-12-29,PLNT-01,3103595.81,18,558647.25,3662243.06
INV/003507,PO-2024-03507,GRN-03507,VEND-0104,05SYN6993G1Z6,2025-04-22,PLNT-14,2148227.44,5,107411.37,2255638.81
INV/003508,PO-2024-03508,GRN-03508,VEND-0071,11SYN7451D1Z7,2025-03-05,PLNT-08,590052.6,5,29502.63,619555.23
INV/003509,PO-2024-03509,GRN-03509,VEND-0094,04SYN3482H1Z4,2025-02-15,PLNT-07,396224.92,5,19811.25,416036.17
INV/003510,PO-2024-03510,GRN-03510,VEND-0064,12SYN7152C1Z5,2024-09-14,PLNT-01,3013998.0,5,150699.9,3164697.9
INV/003511,PO-2024-03511,GRN-03511,VEND-0044,24SYN6087B1Z4,2024-11-23,PLNT-09,2110160.84,12,253219.3,2363380.14
INV/003512,PO-2024-03512,GRN-03512,VEND-0015,26SYN4190A1Z0,2025-04-16,PLNT-01,2429953.41,12,291594.41,2721547.82
INV/003513,PO-2024-03513,GRN-03513,VEND-0083,28SYN4741C1Z7,2025-05-26,PLNT-07,4078663.61,12,489439.63,4568103.24
INV/003514,PO-2024-03514,GRN-03514,VEND-0009,29SYN6794F1Z3,2024-09-29,PLNT-11,666377.11,12,79965.25,746342.36
INV/003515,PO-2024-03515,GRN-03515,VEND-0006,29SYN5618E1Z1,2025-03-24,PLNT-09,846414.92,18,152354.69,998769.61
INV/003516,PO-2024-03516,GRN-03516,VEND-0061,34SYN2370G1Z4,2024-02-08,PLNT-06,4720841.54,5,236042.08,4956883.62
INV/003517,PO-2024-03517,GRN-03517,VEND-0044,24SYN6087B1Z4,2024-04-17,PLNT-01,988313.04,18,177896.35,1166209.39
INV/003518,PO-2024-03518,GRN-03518,VEND-0106,25SYN7571D1Z6,2025-04-01,PLNT-02,4634363.88,18,834185.5,5468549.38
INV/003519,PO-2024-03519,GRN-03519,VEND-0064,12SYN7152C1Z5,2024-11-21,PLNT-10,3592072.58,18,646573.06,4238645.64
INV/003520,PO-2024-03520,GRN-03520,VEND-0119,35SYN9930F1Z1,2025-02-23,PLNT-07,5398377.89,12,647805.35,6046183.24
INV/003521,PO-2024-03521,GRN-03521,VEND-0080,17SYN3777F1Z5,2024-09-23,PLNT-13,5383626.12,18,969052.7,6352678.82
INV/003522,PO-2024-03522,GRN-03522,VEND-0039,19SYN6118B1Z0,2025-04-19,PLNT-02,5999052.54,5,299952.63,6299005.17
INV/003523,PO-2024-03523,GRN-03523,VEND-0077,21SYN2590G1Z4,2024-11-21,PLNT-03,4316283.0,5,215814.15,4532097.15
INV/003524,PO-2024-03524,GRN-03524,VEND-0052,12SYN4908F1Z5,2025-04-14,PLNT-08,2720264.38,5,136013.22,2856277.6
INV/003525,PO-2024-03525,GRN-03525,VEND-0071,11SYN7451D1Z7,2024-11-18,PLNT-05,5962715.02,5,298135.75,6260850.77
INV/003526,PO-2024-03526,GRN-03526,VEND-0008,14SYN2642D1Z8,2024-02-01,PLNT-04,2459249.38,5,122962.47,2582211.85
INV/003527,PO-2024-03527,GRN-03527,VEND-0066,05SYN4082B1Z1,2024-05-20,PLNT-13,1909466.4,5,95473.32,2004939.72
INV/003528,PO-2024-03528,GRN-03528,VEND-0097,20SYN5260B1Z7,2024-07-30,PLNT-14,1139163.63,18,205049.45,1344213.08
INV/003529,PO-2024-03529,GRN-03529,VEND-0096,34SYN2449G1Z5,2025-02-05,PLNT-12,174570.62,12,20948.47,195519.09
INV/003530,PO-2024-03530,GRN-03530,VEND-0061,34SYN2370G1Z4,2024-08-01,PLNT-07,2810275.44,18,505849.58,3316125.02
INV/003531,PO-2024-03531,GRN-03531,VEND-0055,16SYN4657B1Z3,2024-08-29,PLNT-06,3926114.11,5,196305.71,4122419.82
INV/003532,PO-2024-03532,GRN-03532,VEND-0035,30SYN1066H1Z7,2025-05-19,PLNT-02,2996616.48,18,539390.97,3536007.45
INV/003533,PO-2024-03533,GRN-03533,VEND-0072,17SYN7631F1Z2,2025-03-30,PLNT-13,1007625.48,5,50381.27,1058006.75
INV/003534,PO-2024-03534,GRN-03534,VEND-0078,31SYN1175A1Z6,2024-07-14,PLNT-02,1236743.43,5,61837.17,1298580.6
INV/003535,PO-2024-03535,GRN-03535,VEND-0085,08SYN3968A1Z5,2024-04-12,PLNT-03,5863585.04,18,1055445.31,6919030.35
INV/003536,PO-2024-03536,GRN-03536,VEND-0072,17SYN7631F1Z2,2025-05-08,PLNT-03,2869015.1,5,143450.75,3012465.85
INV/003537,PO-2024-03537,GRN-03537,VEND-0061,34SYN2370G1Z4,2024-03-03,PLNT-11,3115470.49,18,560784.69,3676255.18
INV/003538,PO-2024-03538,GRN-03538,VEND-0099,21SYN5685F1Z7,2025-05-07,PLNT-14,1104147.2,12,132497.66,1236644.86
INV/003539,PO-2024-03539,GRN-03539,VEND-0087,08SYN6288G1Z7,2025-06-04,PLNT-05,160862.0,18,28955.16,189817.16
INV/003540,PO-2024-03540,GRN-03540,VEND-0012,21SYN8990D1Z0,2024-03-21,PLNT-08,150032.52,18,27005.85,177038.37
INV/003541,PO-2024-03541,GRN-03541,VEND-0059,26SYN5156B1Z6,2024-03-17,PLNT-10,2780339.74,12,333640.77,3113980.51
INV/003542,PO-2024-03542,GRN-03542,VEND-0011,17SYN3044F1Z0,2024-12-16,PLNT-08,2121098.17,18,381797.67,2502895.84
INV/003543,PO-2024-03543,GRN-03543,VEND-0009,29SYN6794F1Z3,2024-05-19,PLNT-08,5419599.32,18,975527.88,6395127.2
INV/003544,PO-2024-03544,GRN-03544,VEND-0029,24SYN7301G1Z0,2025-02-15,PLNT-13,2025957.83,5,101297.89,2127255.72
INV/003545,PO-2024-03545,GRN-03545,VEND-0032,15SYN9081B1Z2,2024-08-20,PLNT-03,5470393.17,18,984670.77,6455063.94
INV/003546,PO-2024-03546,GRN-03546,VEND-0042,18SYN8694E1Z5,2024-06-06,PLNT-04,154171.68,5,7708.58,161880.26
INV/003547,PO-2024-03547,GRN-03547,VEND-0103,12SYN5985A1Z2,2025-06-05,PLNT-11,5577500.39,12,669300.05,6246800.44
INV/003548,PO-2024-03548,GRN-03548,VEND-0071,11SYN7451D1Z7,2024-11-25,PLNT-07,2306442.45,12,276773.09,2583215.54
INV/003549,PO-2024-03549,GRN-03549,VEND-0060,07SYN9104G1Z4,2025-05-11,PLNT-12,70776.42,18,12739.76,83516.18
INV/003550,PO-2024-03550,GRN-03550,VEND-0032,15SYN9081B1Z2,2024-09-28,PLNT-07,1099854.0,12,131982.48,1231836.48
INV/003551,PO-2024-03551,GRN-03551,VEND-0011,17SYN3044F1Z0,2025-02-20,PLNT-13,2263801.7,5,113190.09,2376991.79
INV/003552,PO-2024-03552,GRN-03552,VEND-0110,03SYN2271C1Z4,2025-03-05,PLNT-10,3641462.76,5,182073.14,3823535.9
INV/003553,PO-2024-03553,GRN-03553,VEND-0074,33SYN2148A1Z4,2025-01-09,PLNT-09,2173565.28,5,108678.26,2282243.54
INV/003554,PO-2024-03554,GRN-03554,VEND-0104,05SYN6993G1Z6,2024-12-01,PLNT-14,2726632.86,18,490793.91,3217426.77
INV/003555,PO-2024-03555,GRN-03555,VEND-0020,07SYN7689A1ZX,2024-05-20,PLNT-09,4217206.56,5,210860.33,4428066.89
INV/003556,PO-2024-03556,GRN-03556,VEND-0014,24SYN2486G1Z6,2024-07-10,PLNT-13,3045201.32,18,548136.24,3593337.56
INV/003557,PO-2024-03557,GRN-03557,VEND-0007,31SYN5053F1Z4,2024-09-24,PLNT-11,3223920.17,18,580305.63,3804225.8
INV/003558,PO-2024-03558,GRN-03558,VEND-0049,36SYN8679G1Z0,2025-02-08,PLNT-04,3722354.16,12,446682.5,4169036.66
INV/003559,PO-2024-03559,GRN-03559,VEND-0087,08SYN6288G1Z7,2025-04-10,PLNT-10,4548168.22,5,227408.41,4775576.63
INV/003560,PO-2024-03560,GRN-03560,VEND-0061,34SYN2370G1Z4,2024-07-01,PLNT-12,3201083.83,5,160054.19,3361138.02
INV/003561,PO-2024-03561,GRN-03561,VEND-0077,21SYN2590G1Z4,2024-08-30,PLNT-11,966502.52,5,48325.13,1014827.65
INV/003562,PO-2024-03562,GRN-03562,VEND-0022,35SYN4697H1Z2,2024-07-24,PLNT-15,523841.1,12,62860.93,586702.03
INV/003563,PO-2024-03563,GRN-03563,VEND-0012,21SYN8990D1Z0,2024-09-27,PLNT-11,5584092.59,12,670091.11,6254183.7
INV/003564,PO-2024-03564,GRN-03564,VEND-0111,21SYN4337E1Z2,2024-02-20,PLNT-09,3936426.93,5,196821.35,4133248.28
INV/003565,PO-2024-03565,GRN-03565,VEND-0019,19SYN1394E1Z4,2024-02-11,PLNT-08,3780414.02,5,189020.7,3969434.72
INV/003566,PO-2024-03566,GRN-03566,VEND-0085,08SYN3968A1Z5,2024-07-03,PLNT-02,2488507.87,18,447931.42,2936439.29
INV/003567,PO-2024-03567,GRN-03567,VEND-0030,12SYN7909B1Z7,2024-09-02,PLNT-04,501082.96,18,90194.93,591277.89
INV/003568,PO-2024-03568,GRN-03568,VEND-0006,29SYN5618E1Z1,2025-04-22,PLNT-01,4134963.34,18,744293.4,4879256.74
INV/003569,PO-2024-03569,GRN-03569,VEND-0118,03SYN3688G1Z3,2025-03-30,PLNT-14,8642.88,5,432.14,9075.02
INV/003570,PO-2024-03570,GRN-03570,VEND-0013,32SYN8447C1Z2,2024-11-29,PLNT-13,2450375.55,5,122518.78,2572894.33
INV/003571,PO-2024-03571,GRN-03571,VEND-0048,09SYN3488B1Z3,2024-02-01,PLNT-06,1370599.2,5,68529.96,1439129.16
INV/003572,PO-2024-03572,GRN-03572,VEND-0034,06SYN8493G1Z1,2024-10-01,PLNT-04,1910981.77,5,95549.09,2006530.86
INV/003573,PO-2024-03573,GRN-03573,VEND-0055,16SYN4657B1Z3,2025-01-11,PLNT-12,6517917.15,5,325895.86,6843813.01
INV/003574,PO-2024-03574,GRN-03574,VEND-0042,18SYN8694E1Z5,2025-03-14,PLNT-12,4405677.17,18,793021.89,5198699.06
INV/003575,PO-2024-03575,GRN-03575,VEND-0010,30SYN5908D1Z3,2024-10-09,PLNT-15,800347.08,18,144062.47,944409.55
INV/003576,PO-2024-03576,GRN-03576,VEND-0013,32SYN8447C1Z2,2024-03-16,PLNT-11,1021139.05,12,122536.69,1143675.74
INV/003577,PO-2024-03577,GRN-03577,VEND-0012,21SYN8990D1Z0,2025-02-15,PLNT-10,213688.08,18,38463.85,252151.93
INV/003578,PO-2024-03578,GRN-03578,VEND-0068,33SYN5455H1Z6,2024-12-11,PLNT-13,4967115.0,12,596053.8,5563168.8
INV/003579,PO-2024-03579,GRN-03579,VEND-0019,19SYN1394E1Z4,2024-08-28,PLNT-04,6980823.9,12,837698.87,7818522.77
INV/003580,PO-2024-03580,GRN-03580,VEND-0028,17SYN2446H1Z7,2024-09-21,PLNT-03,5678395.82,5,283919.79,5962315.61
INV/003581,PO-2024-03581,GRN-03581,VEND-0024,18SYN8160F1Z1,2024-04-21,PLNT-14,3766859.76,18,678034.76,4444894.52
INV/003582,PO-2024-03582,GRN-03582,VEND-0047,14SYN4930C1Z8,2025-02-22,PLNT-10,978936.44,12,117472.37,1096408.81
INV/003583,PO-2024-03583,GRN-03583,VEND-0102,33SYN5884H1Z1,2024-09-04,PLNT-07,4913461.07,12,589615.33,5503076.4
INV/003584,PO-2024-03584,GRN-03584,VEND-0045,05SYN6032E1Z7,2024-03-26,PLNT-11,4049399.68,5,202469.98,4251869.66
INV/003585,PO-2024-03585,GRN-03585,VEND-0026,18SYN3971A1Z2,2024-07-05,PLNT-12,2632378.14,12,315885.38,2948263.52
INV/003586,PO-2024-03586,GRN-03586,VEND-0064,12SYN7152C1Z5,2025-07-06,PLNT-11,6854437.7,18,1233798.79,8088236.49
INV/003587,PO-2024-03587,GRN-03587,VEND-0009,29SYN6794F1Z3,2024-04-12,PLNT-06,2724658.18,5,136232.91,2860891.09
INV/003588,PO-2024-03588,GRN-03588,VEND-0051,31SYN3532C1Z8,2024-09-07,PLNT-09,947342.06,18,170521.57,1117863.63
INV/003589,PO-2024-03589,GRN-03589,VEND-0110,03SYN2271C1Z4,2024-04-11,PLNT-06,837825.24,5,41891.26,879716.5
INV/003590,PO-2024-03590,GRN-03590,VEND-0012,21SYN8990D1Z0,2024-07-13,PLNT-10,5266239.17,5,263311.96,5529551.13
INV/003591,PO-2024-03591,GRN-03591,VEND-0021,34SYN7702E1Z3,2024-01-14,PLNT-01,438831.8,12,52659.82,491491.62
INV/003592,PO-2024-03592,GRN-03592,VEND-0005,27SYN7849F1Z6,2024-11-02,PLNT-11,1018439.5,5,50921.98,1069361.48
INV/003593,PO-2024-03593,GRN-03593,VEND-0029,24SYN7301G1Z0,2024-10-29,PLNT-02,471648.0,5,23582.4,495230.4
INV/003594,PO-2024-03594,GRN-03594,VEND-0028,17SYN2446H1Z7,2024-10-26,PLNT-06,1897670.96,12,227720.52,2125391.48
INV/003594-D,PO-2024-03594,GRN-03594,VEND-0028,17SYN2446H1Z7,2024-10-26,PLNT-06,1897670.96,12,227720.52,2125391.48
INV/003595,PO-2024-03595,GRN-03595,VEND-0103,12SYN5985A1Z2,2024-09-28,PLNT-05,6091633.87,5,304581.69,6396215.56
INV/003596,PO-2024-03596,GRN-03596,VEND-0046,12SYN6424A1Z0,2024-04-02,PLNT-04,4052379.2,5,202618.96,4254998.16
INV/003597,PO-2024-03597,GRN-03597,VEND-0074,33SYN2148A1Z4,2024-09-29,PLNT-14,646430.74,12,77571.69,724002.43
INV/003597-D,PO-2024-03597,GRN-03597,VEND-0074,33SYN2148A1Z4,2024-09-29,PLNT-14,646430.74,12,77571.69,724002.43
INV/003598,PO-2024-03598,GRN-03598,VEND-0113,35SYN3853E1Z1,2024-07-01,PLNT-09,2174200.49,18,391356.09,2565556.58
INV/003599,PO-2024-03599,GRN-03599,VEND-0054,29SYN9963D1Z5,2025-04-08,PLNT-14,2283542.6,12,274025.11,2557567.71
INV/003600,PO-2024-03600,GRN-03600,VEND-0078,31SYN1175A1Z6,2024-10-04,PLNT-02,1411380.3,12,169365.64,1580745.94
INV/003601,PO-2024-03601,GRN-03601,VEND-0077,21SYN2590G1Z4,2024-05-04,PLNT-08,2268163.64,5,113408.18,2381571.82
INV/003602,PO-2024-03602,GRN-03602,VEND-0105,06SYN3530G1Z2,2024-10-06,PLNT-06,6940202.97,18,1249236.53,8189439.5
INV/003603,PO-2024-03603,GRN-03603,VEND-0053,06SYN6012A1Z4,2024-10-13,PLNT-15,6736283.98,18,1212531.12,7948815.1
INV/003604,PO-2024-03604,GRN-03604,VEND-0119,35SYN9930F1Z1,2025-03-09,PLNT-08,5510162.73,18,991829.29,6501992.02
INV/003605,PO-2024-03605,GRN-03605,VEND-0098,11SYN9583H1Z2,2025-04-15,PLNT-13,5635514.51,5,281775.73,5917290.24
INV/003606,PO-2024-03606,GRN-03606,VEND-0093,18SYN8043D1Z0,2025-03-03,PLNT-15,2882374.17,18,518827.35,3401201.52
INV/003607,PO-2024-03607,GRN-03607,VEND-0090,14SYN6511D1Z5,2024-05-29,PLNT-15,6551190.04,5,327559.5,6878749.54
INV/003608,PO-2024-03608,GRN-03608,VEND-0055,16SYN4657B1Z3,2025-02-12,PLNT-07,1876109.8,5,93805.49,1969915.29
INV/003609,PO-2024-03609,GRN-03609,VEND-0049,36SYN8679G1Z0,2025-04-01,PLNT-08,1153186.82,12,138382.42,1291569.24
INV/003610,PO-2024-03610,GRN-03610,VEND-0086,07SYN7098D1Z0,2025-01-24,PLNT-13,1819763.21,18,327557.38,2147320.59
INV/003611,PO-2024-03611,GRN-03611,VEND-0048,09SYN3488B1Z3,2025-01-04,PLNT-12,3644406.31,5,182220.32,3826626.63
INV/003612,PO-2024-03612,GRN-03612,VEND-0063,07SYN4428H1Z2,2025-07-13,PLNT-07,2969389.92,12,356326.79,3325716.71
INV/003613,PO-2024-03613,GRN-03613,VEND-0062,26SYN5460E1Z4,2024-11-29,PLNT-08,5178064.39,5,258903.22,5436967.61
INV/003614,PO-2024-03614,GRN-03614,VEND-0115,23SYN5634C1Z8,2025-05-03,PLNT-09,2815912.64,18,506864.28,3322776.92
INV/003615,PO-2024-03615,,VEND-0103,12SYN5985A1Z2,2025-02-12,PLNT-02,175785.72,12,21094.29,196880.01
INV/003616,PO-2024-03616,GRN-03616,VEND-0094,04SYN3482H1Z4,2024-10-02,PLNT-08,5073153.85,18,913167.69,5986321.54
INV/003617,PO-2024-03617,GRN-03617,VEND-0011,17SYN3044F1Z0,2025-01-29,PLNT-06,4889122.78,5,244456.14,5133578.92
INV/003618,PO-2024-03618,GRN-03618,VEND-0003,05SYN7275D1Z1,2025-01-31,PLNT-06,3464959.22,18,623692.66,4088651.88
INV/003619,PO-2024-03619,GRN-03619,VEND-0100,17SYN3560A1Z0,2025-04-23,PLNT-05,6271985.68,12,752638.28,7024623.96
INV/003620,PO-2024-03620,GRN-03620,VEND-0030,12SYN7909B1Z7,2025-03-18,PLNT-04,4771157.17,12,572538.86,5343696.03
INV/003621,PO-2024-03621,GRN-03621,VEND-0015,26SYN4190A1Z0,2025-01-05,PLNT-09,3106659.12,18,559198.64,3665857.76
INV/003622,PO-2024-03622,GRN-03622,VEND-0066,05SYN4082B1Z1,2024-11-23,PLNT-10,3381830.18,12,405819.62,3787649.8
INV/003623,PO-2024-03623,GRN-03623,VEND-0057,13SYN1204F1Z0,2024-08-22,PLNT-06,3546485.17,12,425578.22,3972063.39
INV/003624,PO-2024-03624,GRN-03624,VEND-0060,07SYN9104G1Z4,2024-09-13,PLNT-13,4573190.96,12,548782.92,5121973.88
INV/003625,PO-2024-03625,GRN-03625,VEND-0116,10SYN9921F1Z8,2024-08-08,PLNT-01,2009838.6,18,361770.95,2371609.55
INV/003626,PO-2024-03626,GRN-03626,VEND-0073,04SYN1867D1Z4,2024-02-28,PLNT-10,331652.66,5,16582.63,348235.29
INV/003627,PO-2024-03627,GRN-03627,VEND-0045,05SYN6032E1Z7,2024-04-09,PLNT-11,1430380.08,18,257468.41,1687848.49
INV/003628,PO-2024-03628,GRN-03628,VEND-0077,21SYN2590G1Z4,2024-11-06,PLNT-04,2761300.02,5,138065.0,2899365.02
INV/003629,PO-2024-03629,GRN-03629,VEND-0004,05SYN5737A1Z8,2024-03-22,PLNT-15,3259238.64,5,162961.93,3422200.57
INV/003630,PO-2024-03630,GRN-03630,VEND-0003,05SYN7275D1Z1,2024-09-16,PLNT-12,2806599.18,12,336791.9,3143391.08
INV/003631,PO-2024-03631,GRN-03631,VEND-0105,06SYN3530G1Z2,2024-05-10,PLNT-11,3374055.36,18,607329.96,3981385.32
INV/003632,PO-2024-03632,GRN-03632,VEND-0067,13SYN9656C1Z3,2024-05-28,PLNT-15,1708978.56,12,205077.43,1914055.99
INV/003633,PO-2024-03633,GRN-03633,VEND-0034,06SYN8493G1Z1,2025-03-30,PLNT-09,8608105.98,12,1032972.72,9641078.7
INV/003634,PO-2024-03634,GRN-03634,VEND-0033,10SYN7141H1Z5,2024-11-18,PLNT-02,556177.92,12,66741.35,622919.27
INV/003635,PO-2024-03635,GRN-03635,VEND-0110,03SYN2271C1Z4,2024-10-29,PLNT-08,3762294.8,12,451475.38,4213770.18
INV/003636,PO-2024-03636,GRN-03636,VEND-0083,28SYN4741C1Z7,2025-04-12,PLNT-01,2057296.61,18,370313.39,2427610.0
INV/003637,PO-2024-03637,GRN-03637,VEND-0100,17SYN3560A1Z0,2025-04-17,PLNT-13,552818.15,12,66338.18,619156.33
INV/003638,PO-2024-03638,GRN-03638,VEND-0093,18SYN8043D1Z0,2024-05-30,PLNT-12,3144546.28,18,566018.33,3710564.61
INV/003639,PO-2024-03639,GRN-03639,VEND-0053,06SYN6012A1Z4,2025-01-13,PLNT-15,7366581.83,18,1325984.73,8692566.56
INV/003640,PO-2024-03640,GRN-03640,VEND-0118,03SYN3688G1Z3,2024-08-30,PLNT-07,415324.38,5,20766.22,436090.6
INV/003641,PO-2024-03641,GRN-03641,VEND-0107,34SYN7917C1Z2,2024-12-05,PLNT-03,3268165.14,12,392179.82,3660344.96
INV/003642,PO-2024-03642,GRN-03642,VEND-0084,03SYN2614F1Z4,2024-04-08,PLNT-02,1228165.29,12,147379.83,1375545.12
INV/003643,PO-2024-03643,GRN-03643,VEND-0022,35SYN4697H1Z2,2024-09-06,PLNT-01,5929760.84,12,711571.3,6641332.14
INV/003644,PO-2024-03644,GRN-03644,VEND-0025,18SYN2169F1Z6,2025-03-11,PLNT-14,489275.55,5,24463.78,513739.33
INV/003645,PO-2024-03645,GRN-03645,VEND-0011,17SYN3044F1Z0,2024-07-02,PLNT-02,58840.74,12,7060.89,65901.63
INV/003646,PO-2024-03646,GRN-03646,VEND-0100,17SYN3560A1Z0,2024-08-03,PLNT-06,6830333.73,18,1229460.07,8059793.8
INV/003647,PO-2024-03647,GRN-03647,VEND-0120,33SYN1818E1Z6,2025-03-25,PLNT-02,2138918.77,12,256670.25,2395589.02
INV/003648,PO-2024-03648,GRN-03648,VEND-0119,35SYN9930F1Z1,2024-02-25,PLNT-12,4381464.57,12,525775.75,4907240.32
INV/003649,PO-2024-03649,GRN-03649,VEND-0034,06SYN8493G1Z1,2024-12-04,PLNT-15,1235113.33,5,61755.67,1296869.0
INV/003650,PO-2024-03650,GRN-03650,VEND-0028,17SYN2446H1Z7,2025-01-17,PLNT-10,5690853.68,12,682902.44,6373756.12
INV/003651,PO-2024-03651,GRN-03651,VEND-0118,03SYN3688G1Z3,2024-02-07,PLNT-02,1407779.66,18,253400.34,1661180.0
INV/003652,PO-2024-03652,GRN-03652,VEND-0005,27SYN7849F1Z6,2024-06-13,PLNT-05,4388374.9,12,526604.99,4914979.89
INV/003653,PO-2024-03653,GRN-03653,VEND-0030,12SYN7909B1Z7,2024-02-09,PLNT-03,8425858.55,18,1516654.54,9942513.09
INV/003654,PO-2024-03654,GRN-03654,VEND-0066,05SYN4082B1Z1,2025-01-16,PLNT-13,3471487.74,18,624867.79,4096355.53
INV/003655,PO-2024-03655,GRN-03655,VEND-0109,36SYN3071D1Z2,2024-06-06,PLNT-15,814113.87,12,97693.66,911807.53
INV/003656,PO-2024-03656,GRN-03656,VEND-0016,35SYN5010G1Z8,2025-03-24,PLNT-06,3529582.48,12,423549.9,3953132.38
INV/003657,PO-2024-03657,GRN-03657,VEND-0019,19SYN1394E1Z4,2024-06-06,PLNT-15,577916.88,12,69350.03,647266.91
INV/003658,PO-2024-03658,GRN-03658,VEND-0074,33SYN2148A1ZX,2024-07-01,PLNT-03,1632226.41,12,195867.17,1828093.58
INV/003659,PO-2024-03659,GRN-03659,VEND-0113,35SYN3853E1Z1,2024-03-18,PLNT-01,1331793.45,12,159815.21,1491608.66
INV/003660,PO-2024-03660,GRN-03660,VEND-0110,03SYN2271C1Z4,2025-02-28,PLNT-15,66031.11,18,11885.6,77916.71
INV/003661,PO-2024-03661,GRN-03661,VEND-0051,31SYN3532C1ZX,2024-08-05,PLNT-02,2482748.51,5,124137.43,2606885.94
INV/003662,PO-2024-03662,GRN-03662,VEND-0101,14SYN8435H1Z0,2025-04-07,PLNT-08,3314602.8,5,165730.14,3480332.94
INV/003663,PO-2024-03663,GRN-03663,VEND-0062,26SYN5460E1Z4,2024-12-10,PLNT-10,4841821.6,18,871527.89,5713349.49
INV/003664,PO-2024-03664,GRN-03664,VEND-0089,36SYN6228E1Z4,2024-05-19,PLNT-10,1534662.4,12,184159.49,1718821.89
INV/003665,PO-2024-03665,GRN-03665,VEND-0023,33SYN4333E1Z0,2024-08-25,PLNT-12,2039746.94,12,244769.63,2284516.57
INV/003666,PO-2024-03666,GRN-03666,VEND-0094,04SYN3482H1Z4,2024-08-20,PLNT-03,1392515.39,5,69625.77,1462141.16
INV/003667,PO-2024-03667,GRN-03667,VEND-0044,24SYN6087B1Z4,2024-09-04,PLNT-06,2031411.09,12,243769.33,2275180.42
