emp_id,manager_support,growth_opportunity,work_life_balance,recognition,pay_fairness,survey_month
EMP-01307,3.2,4.3,4.6,4.1,3.5,2025-06
EMP-01308,2.3,3.3,3.1,3.5,2.6,2025-06
EMP-01309,3.3,3.1,3.3,3.8,2.9,2025-06
EMP-01310,3.1,1.9,2.9,2.4,2.3,2025-06
EMP-01311,2.1,1.8,4.6,1.3,2.1,2025-06
EMP-01312,2.7,3.4,2.8,4.1,3.2,2025-06
EMP-01313,3.5,4.3,4.5,3.9,4.2,2025-06
EMP-01314,3.6,4.5,2.7,3.3,3.9,2025-06
EMP-01315,4.6,4.8,5.0,5.0,5.0,2025-06
EMP-01316,3.4,3.2,3.4,2.8,2.8,2025-06
EMP-01317,3.3,2.9,4.6,2.9,3.4,2025-06
EMP-01318,2.5,2.1,2.3,3.0,2.0,2025-06
EMP-01319,3.8,2.3,3.7,4.0,4.7,2025-06
EMP-01320,2.9,1.7,1.1,2.3,1.7,2025-06
EMP-01321,2.2,3.1,2.1,1.0,2.2,2025-06
EMP-01322,1.8,2.6,1.8,2.5,2.6,2025-06
EMP-01323,3.2,3.3,3.9,3.1,3.1,2025-06
EMP-01324,3.2,2.3,3.4,2.9,2.2,2025-06
EMP-01325,3.8,3.7,2.6,3.2,2.8,2025-06
EMP-01326,3.0,3.3,4.1,2.7,3.3,2025-06
EMP-01327,2.9,1.0,1.8,1.8,2.1,2025-06
EMP-01328,3.0,3.8,3.5,3.9,3.0,2025-06
EMP-01329,4.6,3.6,4.4,4.1,4.3,2025-06
EMP-01330,5.0,3.4,3.6,3.5,3.0,2025-06
EMP-01331,2.9,3.2,3.3,4.3,3.4,2025-06
EMP-01332,3.7,3.6,3.9,2.4,3.1,2025-06
EMP-01333,2.6,2.7,2.4,2.9,3.4,2025-06
EMP-01334,3.6,2.7,4.1,3.0,2.2,2025-06
EMP-01335,4.5,5.0,3.8,5.0,5.0,2025-06
EMP-01336,2.1,3.1,4.2,3.5,4.0,2025-06
EMP-01337,2.8,2.3,3.3,3.6,2.2,2025-06
EMP-01338,4.1,3.1,3.8,4.7,4.2,2025-06
EMP-01339,4.2,3.4,3.5,3.8,2.8,2025-06
EMP-01340,3.8,3.1,2.7,4.0,3.9,2025-06
EMP-01341,4.1,3.3,3.9,3.5,3.6,2025-06
EMP-01342,2.7,3.7,2.7,2.0,3.5,2025-06
EMP-01343,4.0,3.9,3.8,4.3,4.0,2025-06
EMP-01344,1.8,3.2,2.9,1.8,2.0,2025-06
EMP-01345,3.6,4.0,3.6,4.1,4.7,2025-06
EMP-01346,3.7,2.9,2.5,2.9,2.8,2025-06
EMP-01347,1.0,1.0,2.2,2.1,1.6,2025-06
EMP-01348,3.0,2.3,2.7,1.9,2.9,2025-06
EMP-01349,4.1,3.3,4.0,4.6,1.7,2025-06
EMP-01350,3.7,4.0,3.6,3.8,2.9,2025-06
EMP-01351,4.6,3.7,4.7,3.5,4.7,2025-06
EMP-01352,3.7,4.4,5.0,4.9,4.2,2025-06
EMP-01353,1.5,2.0,1.5,1.3,1.9,2025-06
EMP-01354,3.9,4.3,3.4,3.7,3.1,2025-06
EMP-01355,3.7,4.7,3.1,4.2,4.1,2025-06
EMP-01356,3.8,3.8,3.8,3.4,3.3,2025-06
EMP-01357,4.1,4.4,4.0,3.8,2.9,2025-06
EMP-01358,1.7,2.4,2.5,1.7,2.5,2025-06
EMP-01359,2.7,2.8,2.5,1.9,2.1,2025-06
EMP-01360,5.0,4.8,4.5,4.8,4.4,2025-06
EMP-01361,3.0,3.3,3.2,3.1,2.0,2025-06
EMP-01362,4.7,5.0,4.9,5.0,4.7,2025-06
EMP-01363,2.7,2.3,2.4,3.1,2.8,2025-06
EMP-01364,5.0,5.0,4.9,4.4,5.0,2025-06
EMP-01365,3.2,2.5,3.2,2.8,2.9,2025-06
EMP-01366,4.5,5.0,4.1,3.8,3.8,2025-06
EMP-01367,3.2,3.4,3.4,2.9,3.1,2025-06
EMP-01368,3.3,3.3,3.9,4.0,3.8,2025-06
EMP-01369,3.5,3.9,3.7,3.8,3.0,2025-06
EMP-01370,2.7,2.7,2.8,2.5,3.0,2025-06
EMP-01371,4.4,4.1,4.0,4.5,4.6,2025-06
EMP-01372,3.5,3.3,2.5,2.0,3.2,2025-06
EMP-01373,3.7,3.5,3.3,3.4,3.6,2025-06
EMP-01374,1.2,1.0,1.5,1.8,1.0,2025-06
EMP-01375,2.4,4.2,3.6,4.0,3.3,2025-06
EMP-01376,4.2,4.7,4.7,5.0,5.0,2025-06
EMP-01377,4.4,4.2,3.4,3.3,4.8,2025-06
EMP-01378,3.7,4.2,4.8,3.5,3.9,2025-06
EMP-01379,3.5,3.9,4.5,3.1,3.2,2025-06
EMP-01380,4.9,4.9,5.0,4.9,5.0,2025-06
EMP-01381,3.6,3.5,3.7,3.3,4.1,2025-06
EMP-01382,3.2,2.7,2.3,1.8,3.1,2025-06
EMP-01383,4.3,5.0,4.2,4.8,3.1,2025-06
EMP-01384,3.5,4.3,3.9,4.7,4.7,2025-06
EMP-01385,4.3,4.0,3.9,3.6,3.8,2025-06
EMP-01386,2.7,2.7,3.8,3.4,3.1,2025-06
EMP-01387,2.9,3.5,4.2,4.3,3.3,2025-06
EMP-01388,5.0,5.0,4.5,3.3,5.0,2025-06
EMP-01389,3.1,3.3,3.9,4.2,3.2,2025-06
EMP-01390,1.9,2.5,2.1,2.1,3.3,2025-06
EMP-01391,3.0,3.2,2.5,1.3,2.8,2025-06
EMP-01392,2.8,2.9,2.0,3.4,2.7,2025-06
EMP-01393,2.3,2.6,3.2,2.7,2.2,2025-06
EMP-01394,1.0,1.0,2.2,1.0,1.2,2025-06
EMP-01395,4.5,5.0,4.6,5.0,4.9,2025-06
EMP-01396,2.0,1.6,2.2,2.7,2.7,2025-06
EMP-01397,2.6,2.8,3.2,3.0,3.0,2025-06
EMP-01398,1.4,1.7,1.3,1.0,1.6,2025-06
EMP-01399,3.4,4.7,3.4,4.0,4.5,2025-06
EMP-01400,3.1,2.8,3.0,2.7,4.0,2025-06
EMP-01401,2.7,2.5,3.9,3.0,3.7,2025-06
EMP-01402,3.3,3.4,2.8,2.1,3.5,2025-06
EMP-01403,4.1,3.8,3.5,3.2,4.2,2025-06
EMP-01404,3.8,1.8,2.7,3.9,2.4,2025-06
EMP-01405,2.0,1.6,1.0,2.3,1.7,2025-06
EMP-01406,1.5,3.3,1.4,2.8,1.5,2025-06
EMP-01407,1.0,2.5,2.0,3.1,2.8,2025-06
EMP-01408,2.7,2.9,2.8,2.5,3.8,2025-06
EMP-01409,3.9,4.5,4.0,4.2,4.9,2025-06
EMP-01410,3.7,5.0,4.9,4.8,5.0,2025-06
EMP-01411,1.5,1.0,2.1,1.7,2.2,2025-06
EMP-01412,4.0,3.8,3.9,2.9,3.6,2025-06
EMP-01413,2.5,3.6,2.1,3.3,1.5,2025-06
EMP-01414,5.0,4.1,4.8,5.0,5.0,2025-06
EMP-01415,4.2,4.4,4.8,4.2,4.5,2025-06
EMP-01416,4.4,4.8,5.0,5.0,5.0,2025-06
EMP-01417,5.0,3.9,3.9,4.2,4.5,2025-06
EMP-01418,3.7,4.5,3.3,4.1,4.1,2025-06
EMP-01419,3.1,3.7,3.0,2.5,3.1,2025-06
EMP-01420,3.4,2.7,2.7,3.0,1.9,2025-06
EMP-01421,3.2,2.1,2.1,2.8,3.5,2025-06
EMP-01422,3.8,4.8,4.2,3.9,3.2,2025-06
EMP-01423,5.0,5.0,4.8,3.2,4.4,2025-06
EMP-01424,2.8,3.1,2.4,3.2,2.9,2025-06
EMP-01425,3.3,3.1,2.3,2.8,2.7,2025-06
EMP-01426,1.4,2.5,2.0,1.5,1.9,2025-06
EMP-01427,3.4,3.1,2.7,3.9,3.3,2025-06
EMP-01428,4.6,4.1,4.1,4.6,5.0,2025-06
EMP-01429,4.8,4.6,5.0,4.8,3.8,2025-06
EMP-01430,4.1,3.4,4.3,4.4,4.4,2025-06
EMP-01431,2.8,3.6,3.3,2.8,2.5,2025-06
EMP-01432,3.8,3.0,4.1,2.5,2.9,2025-06
EMP-01433,4.5,4.7,4.8,5.0,3.7,2025-06
EMP-01434,2.2,1.7,2.8,1.7,2.8,2025-06
EMP-01435,4.0,3.3,2.5,2.5,3.1,2025-06
EMP-01436,4.7,5.0,4.7,5.0,4.4,2025-06
EMP-01437,2.1,2.3,2.4,1.1,1.0,2025-06
EMP-01438,2.3,3.7,3.5,2.4,2.5,2025-06
EMP-01439,3.4,4.4,5.0,4.5,3.3,2025-06
EMP-01440,4.0,3.4,3.6,3.6,3.3,2025-06
EMP-01441,4.0,4.4,5.0,3.2,4.9,2025-06
EMP-01442,5.0,4.4,5.0,4.5,3.9,2025-06
EMP-01443,3.0,3.4,4.8,3.9,3.0,2025-06
EMP-01444,4.2,5.0,4.8,4.0,3.7,2025-06
EMP-01445,2.1,2.5,3.3,1.7,2.6,2025-06
EMP-01446,3.6,3.3,3.4,2.3,2.0,2025-06
EMP-01447,4.9,5.0,5.0,5.0,3.9,2025-06
EMP-01448,4.3,5.0,5.0,5.0,5.0,2025-06
EMP-01449,2.7,2.0,2.8,2.8,3.2,2025-06
EMP-01450,3.7,3.1,3.7,4.1,3.4,2025-06
EMP-01451,3.7,4.1,3.4,4.3,3.3,2025-06
EMP-01452,4.0,2.9,3.5,2.9,5.0,2025-06
EMP-01453,4.0,4.6,3.8,5.0,4.2,2025-06
EMP-01454,5.0,4.5,5.0,5.0,4.7,2025-06
EMP-01455,3.3,2.2,3.5,4.5,3.1,2025-06
EMP-01456,4.6,4.4,4.9,5.0,5.0,2025-06
EMP-01457,4.2,3.3,3.1,3.9,4.3,2025-06
EMP-01458,2.8,2.6,3.5,3.2,3.7,2025-06
EMP-01459,3.0,3.5,1.8,1.7,2.1,2025-06
EMP-01460,4.3,4.6,4.3,4.3,4.0,2025-06
EMP-01461,3.9,4.2,4.6,4.0,3.7,2025-06
EMP-01462,3.6,3.8,4.6,5.0,3.2,2025-06
EMP-01463,3.2,1.8,3.1,2.6,2.3,2025-06
EMP-01464,5.0,4.9,5.0,4.7,5.0,2025-06
EMP-01465,3.6,3.3,3.4,3.5,3.4,2025-06
EMP-01466,1.5,1.2,3.1,1.9,2.9,2025-06
EMP-01467,2.1,3.3,3.2,1.2,2.4,2025-06
EMP-01468,4.0,3.9,5.0,3.9,4.1,2025-06
EMP-01469,3.7,3.5,4.3,5.0,3.5,2025-06
EMP-01470,2.4,3.1,3.0,3.5,2.3,2025-06
EMP-01471,2.9,3.0,4.2,3.5,3.1,2025-06
EMP-01472,4.9,3.4,4.5,4.2,4.7,2025-06
EMP-01473,3.9,4.4,3.3,5.0,2.5,2025-06
EMP-01474,2.8,2.5,2.7,2.9,2.9,2025-06
EMP-01475,3.9,4.3,5.0,3.8,4.4,2025-06
EMP-01476,4.4,4.3,4.0,4.2,3.8,2025-06
EMP-01477,4.0,3.8,4.4,4.3,3.9,2025-06
EMP-01478,2.4,2.3,2.3,2.8,2.7,2025-06
EMP-01479,2.4,3.6,2.1,3.1,1.5,2025-06
EMP-01480,3.8,3.1,2.9,3.6,3.0,2025-06
EMP-01481,4.6,3.7,3.6,2.8,4.1,2025-06
EMP-01482,3.8,4.6,4.7,4.6,4.2,2025-06
EMP-01483,4.2,3.1,4.2,4.1,3.0,2025-06
EMP-01484,3.7,3.6,4.1,3.2,3.0,2025-06
EMP-01485,2.9,2.6,2.7,2.2,2.7,2025-06
EMP-01486,4.7,3.5,3.5,4.6,3.9,2025-06
EMP-01487,3.3,3.6,3.4,2.7,3.3,2025-06
EMP-01488,3.4,4.2,3.8,3.8,4.1,2025-06
EMP-01489,2.5,3.5,3.4,2.9,3.4,2025-06
EMP-01490,2.6,3.4,2.9,3.8,3.6,2025-06
EMP-01491,5.0,5.0,4.1,5.0,4.1,2025-06
EMP-01492,5.0,3.9,5.0,5.0,4.4,2025-06
EMP-01493,2.7,2.4,2.3,3.1,1.3,2025-06
EMP-01494,4.9,4.6,4.9,3.9,4.1,2025-06
EMP-01495,3.5,3.4,2.6,1.4,3.2,2025-06
EMP-01496,2.5,2.2,3.1,2.8,2.3,2025-06
EMP-01497,3.1,2.7,2.5,3.6,3.3,2025-06
EMP-01498,3.0,3.9,4.1,3.8,3.5,2025-06
EMP-01499,3.3,3.4,3.6,3.5,3.6,2025-06
EMP-01500,2.3,3.1,2.0,2.9,3.2,2025-06
EMP-01501,4.8,5.0,4.5,4.7,4.8,2025-06
EMP-01502,2.5,3.2,3.5,3.1,3.5,2025-06
EMP-01503,3.5,4.2,3.0,2.5,5.0,2025-06
EMP-01504,3.8,3.9,3.5,2.8,1.9,2025-06
EMP-01505,1.5,2.3,2.8,2.5,2.5,2025-06
EMP-01506,3.3,3.9,4.6,3.1,2.3,2025-06
EMP-01507,3.5,4.0,3.9,2.9,3.4,2025-06
EMP-01508,2.5,2.3,3.3,2.2,2.6,2025-06
EMP-01509,2.2,4.0,3.4,3.5,2.3,2025-06
EMP-01510,3.4,2.7,2.9,3.0,2.6,2025-06
EMP-01511,2.9,3.8,2.5,4.2,3.0,2025-06
EMP-01512,5.0,5.0,4.8,4.7,5.0,2025-06
EMP-01513,5.0,4.7,5.0,4.9,4.3,2025-06
EMP-01514,1.6,1.3,1.7,1.2,1.0,2025-06
EMP-01515,4.0,3.9,3.9,3.4,4.1,2025-06
EMP-01516,3.8,3.2,4.1,3.3,4.7,2025-06
EMP-01517,3.9,3.1,4.2,3.0,4.7,2025-06
EMP-01518,3.9,3.5,4.3,3.8,4.2,2025-06
EMP-01519,4.4,5.0,5.0,4.8,5.0,2025-06
EMP-01520,1.6,2.1,1.5,1.8,2.0,2025-06
EMP-01521,2.1,4.0,3.5,3.8,4.3,2025-06
EMP-01522,4.6,4.6,5.0,4.8,4.4,2025-06
EMP-01523,2.5,1.5,1.5,1.3,2.2,2025-06
EMP-01524,2.5,2.7,3.3,2.9,3.4,2025-06
EMP-01525,4.0,4.2,3.2,2.3,3.2,2025-06
EMP-01526,3.0,5.0,5.0,5.0,4.8,2025-06
EMP-01527,4.0,5.0,5.0,4.5,4.3,2025-06
EMP-01528,2.6,2.6,4.5,3.9,4.0,2025-06
EMP-01529,4.0,2.6,3.9,3.3,2.5,2025-06
EMP-01530,2.3,1.3,2.4,3.0,2.0,2025-06
EMP-01531,4.5,5.0,4.1,3.9,3.5,2025-06
EMP-01532,2.2,4.4,2.5,2.6,2.9,2025-06
EMP-01533,2.6,3.8,4.3,4.0,4.7,2025-06
EMP-01534,4.4,4.4,4.0,4.0,4.4,2025-06
EMP-01535,3.2,3.0,3.3,3.2,3.3,2025-06
EMP-01536,4.0,4.1,2.9,4.0,4.5,2025-06
EMP-01537,3.9,4.0,4.5,5.0,3.8,2025-06
EMP-01538,3.4,4.1,2.9,4.8,2.9,2025-06
EMP-01539,2.7,3.4,3.2,3.9,2.5,2025-06
EMP-01540,1.6,2.6,3.1,2.5,2.3,2025-06
EMP-01541,2.5,3.5,2.0,3.8,3.1,2025-06
EMP-01542,4.0,4.5,5.0,4.6,4.2,2025-06
EMP-01543,2.7,2.4,2.1,2.7,3.0,2025-06
EMP-01544,2.8,2.9,2.7,2.5,3.6,2025-06
EMP-01545,3.3,2.5,2.1,2.2,3.0,2025-06
EMP-01546,2.7,3.0,2.7,3.8,3.3,2025-06
EMP-01547,4.9,5.0,4.2,4.8,4.7,2025-06
EMP-01548,3.4,4.8,3.4,4.8,4.5,2025-06
EMP-01549,2.6,1.5,1.0,1.2,1.9,2025-06
EMP-01550,3.9,4.0,4.9,3.4,4.3,2025-06
EMP-01551,2.7,3.5,2.4,2.1,2.7,2025-06
EMP-01552,4.1,4.0,2.8,3.4,4.5,2025-06
EMP-01553,3.4,4.0,2.1,2.4,4.1,2025-06
EMP-01554,2.4,2.7,2.9,3.3,3.1,2025-06
EMP-01555,3.7,3.7,2.3,3.0,5.0,2025-06
EMP-01556,3.9,4.0,2.9,2.5,3.4,2025-06
EMP-01557,4.3,4.5,4.9,4.0,4.4,2025-06
EMP-01558,2.5,2.5,2.7,3.8,3.0,2025-06
EMP-01559,3.5,3.0,2.6,2.1,2.3,2025-06
EMP-01560,4.4,3.5,3.8,3.4,3.4,2025-06
EMP-01561,3.7,4.3,4.4,4.2,3.9,2025-06
EMP-01562,3.9,4.4,3.8,2.8,3.4,2025-06
EMP-01563,2.7,3.7,3.0,3.1,2.1,2025-06
EMP-01564,2.4,2.2,3.7,3.0,2.5,2025-06
EMP-01565,3.0,2.8,2.5,2.5,2.8,2025-06
EMP-01566,3.1,4.2,3.7,3.5,4.9,2025-06
EMP-01567,3.7,2.6,2.7,4.1,2.0,2025-06
EMP-01568,4.6,3.5,4.8,3.5,4.7,2025-06
EMP-01569,2.9,4.3,3.8,3.5,4.2,2025-06
EMP-01570,4.9,3.7,4.7,4.5,4.7,2025-06
EMP-01571,4.7,5.0,4.7,4.9,4.3,2025-06
EMP-01572,4.8,4.7,5.0,3.8,5.0,2025-06
EMP-01573,3.1,1.7,2.7,2.1,1.6,2025-06
EMP-01574,5.0,3.1,3.4,4.3,3.6,2025-06
EMP-01575,3.3,3.5,2.2,5.0,3.6,2025-06
EMP-01576,3.4,2.8,3.2,2.8,3.3,2025-06
EMP-01577,4.3,4.5,4.2,4.3,4.7,2025-06
EMP-01578,3.9,3.4,3.0,3.2,3.3,2025-06
EMP-01579,1.6,2.3,2.3,3.3,3.2,2025-06
EMP-01580,3.6,5.0,4.1,5.0,4.8,2025-06
EMP-01581,2.7,2.6,2.7,2.9,3.0,2025-06
EMP-01582,2.9,3.5,2.8,3.2,4.0,2025-06
EMP-01583,2.5,1.9,2.0,1.1,2.7,2025-06
EMP-01584,3.5,2.7,2.3,2.7,2.5,2025-06
EMP-01585,2.3,3.0,3.0,2.7,3.4,2025-06
EMP-01586,3.2,4.1,4.0,4.6,2.8,2025-06
EMP-01587,2.3,2.3,2.5,2.2,1.8,2025-06
EMP-01588,1.3,1.4,1.7,1.0,1.6,2025-06
EMP-01589,4.0,3.5,3.2,3.8,3.0,2025-06
EMP-01590,3.7,2.4,3.7,1.9,3.3,2025-06
EMP-01591,4.3,3.6,4.6,2.9,3.9,2025-06
EMP-01592,5.0,5.0,5.0,4.6,5.0,2025-06
EMP-01593,3.2,3.7,2.4,2.1,3.2,2025-06
EMP-01594,4.7,5.0,4.4,4.6,5.0,2025-06
EMP-01595,3.6,3.9,3.7,4.2,4.1,2025-06
EMP-01596,3.8,4.0,3.8,3.3,4.4,2025-06
EMP-01597,2.5,1.8,2.5,2.5,3.5,2025-06
EMP-01598,3.7,3.5,2.7,3.9,3.4,2025-06
EMP-01599,1.8,3.1,2.4,3.1,3.4,2025-06
EMP-01600,3.4,3.9,2.2,2.7,2.2,2025-06
EMP-01601,3.0,2.6,1.8,3.1,2.3,2025-06
EMP-01602,2.5,2.9,2.9,3.2,2.0,2025-06
EMP-01603,3.6,3.7,3.8,3.6,3.4,2025-06
EMP-01604,3.9,2.9,2.3,2.5,3.4,2025-06
EMP-01605,2.3,3.0,4.1,3.7,3.9,2025-06
EMP-01606,3.0,1.8,2.3,2.1,1.8,2025-06
EMP-01607,4.7,4.3,4.7,3.7,3.4,2025-06
EMP-01608,5.0,5.0,5.0,3.9,5.0,2025-06
EMP-01609,5.0,3.1,4.2,4.7,4.6,2025-06
EMP-01610,5.0,5.0,5.0,5.0,4.7,2025-06
EMP-01611,2.9,3.1,3.8,3.9,3.6,2025-06
EMP-01612,3.1,2.8,3.7,3.1,2.5,2025-06
EMP-01613,4.3,4.0,4.4,3.8,3.4,2025-06
EMP-01614,2.1,4.4,4.4,2.9,3.7,2025-06
EMP-01615,2.1,1.4,2.4,2.4,1.2,2025-06
EMP-01616,4.2,4.0,3.6,3.4,3.3,2025-06
EMP-01617,3.6,2.3,3.3,2.9,3.0,2025-06
EMP-01618,1.3,2.4,1.5,1.6,2.3,2025-06
EMP-01619,2.5,2.5,3.6,2.8,3.7,2025-06
EMP-01620,2.4,4.1,2.7,4.0,3.4,2025-06
EMP-01621,2.6,3.6,4.7,2.7,3.7,2025-06
EMP-01622,3.9,3.2,3.2,3.6,2.8,2025-06
EMP-01623,4.2,4.4,4.6,4.8,4.7,2025-06
EMP-01624,1.8,2.4,1.9,1.6,1.5,2025-06
EMP-01625,4.0,3.7,2.9,3.2,3.8,2025-06
EMP-01626,2.4,1.9,2.3,2.1,2.7,2025-06
EMP-01627,5.0,4.4,4.6,4.6,4.5,2025-06
EMP-01628,2.3,2.9,2.9,2.8,3.2,2025-06
EMP-01629,2.9,3.2,2.8,4.0,2.8,2025-06
EMP-01630,3.8,5.0,4.5,3.8,4.0,2025-06
EMP-01631,4.9,3.7,4.3,4.5,4.0,2025-06
EMP-01632,4.6,5.0,4.7,4.5,5.0,2025-06
EMP-01633,2.3,2.1,3.0,2.7,1.8,2025-06
EMP-01634,3.9,3.5,3.5,3.5,3.6,2025-06
EMP-01635,2.4,4.1,3.4,3.1,4.0,2025-06
EMP-01636,3.2,3.2,2.7,2.9,3.4,2025-06
EMP-01637,2.6,2.4,3.3,3.0,2.1,2025-06
EMP-01638,4.8,2.5,4.8,4.3,5.0,2025-06
EMP-01639,4.6,3.6,4.0,3.8,4.0,2025-06
EMP-01640,4.6,3.9,3.5,4.2,3.7,2025-06
EMP-01641,3.5,3.7,3.8,2.8,3.5,2025-06
EMP-01642,4.0,5.0,5.0,5.0,4.7,2025-06
EMP-01643,3.1,2.8,3.4,3.0,2.7,2025-06
EMP-01644,2.1,1.1,1.2,2.9,2.0,2025-06
EMP-01645,3.1,3.0,4.0,3.5,2.1,2025-06
EMP-01646,3.6,3.4,3.2,3.7,3.9,2025-06
EMP-01647,3.5,5.0,4.0,5.0,5.0,2025-06
EMP-01648,2.9,3.2,3.5,3.2,1.9,2025-06
EMP-01649,3.7,2.8,4.6,3.7,4.1,2025-06
EMP-01650,1.4,1.9,1.9,1.6,1.6,2025-06
EMP-01651,4.7,4.8,3.9,5.0,4.1,2025-06
EMP-01652,3.2,3.5,3.8,2.9,3.7,2025-06
EMP-01653,3.2,2.1,2.3,2.4,3.6,2025-06
EMP-01654,5.0,5.0,5.0,4.3,5.0,2025-06
EMP-01655,4.6,4.6,3.8,3.9,3.6,2025-06
EMP-01656,1.7,2.4,2.7,2.5,2.5,2025-06
EMP-01657,3.1,2.8,3.2,3.1,3.6,2025-06
EMP-01658,5.0,5.0,4.4,5.0,4.5,2025-06
EMP-01659,5.0,3.9,4.4,4.3,4.5,2025-06
EMP-01660,4.7,3.3,4.9,3.7,4.2,2025-06
EMP-01661,1.9,1.3,1.9,1.8,2.0,2025-06
EMP-01662,4.0,4.8,4.2,4.0,4.3,2025-06
EMP-01663,2.7,2.0,2.5,2.0,2.9,2025-06
EMP-01664,4.3,4.3,4.1,3.7,3.8,2025-06
EMP-01665,2.6,2.5,3.2,2.7,2.9,2025-06
EMP-01666,2.9,4.0,4.4,3.8,2.7,2025-06
EMP-01667,3.4,2.6,3.1,2.7,3.0,2025-06
EMP-01668,1.5,2.9,3.3,3.8,3.6,2025-06
EMP-01669,4.5,3.6,4.4,4.2,3.9,2025-06
EMP-01670,2.7,2.9,1.2,2.2,2.5,2025-06
EMP-01671,5.0,5.0,5.0,5.0,5.0,2025-06
EMP-01672,2.4,2.9,3.1,3.1,1.7,2025-06
EMP-01673,2.1,1.9,2.5,2.0,1.7,2025-06
EMP-01674,4.1,3.7,4.0,4.5,3.8,2025-06
EMP-01675,4.9,4.9,4.2,5.0,4.5,2025-06
EMP-01676,3.0,2.7,2.8,4.2,2.6,2025-06
EMP-01677,1.7,1.8,2.1,3.0,1.7,2025-06
EMP-01678,2.9,2.8,2.7,2.8,1.0,2025-06
EMP-01679,2.5,1.7,2.2,2.7,3.5,2025-06
EMP-01680,3.1,3.6,2.6,4.6,4.7,2025-06
EMP-01681,2.3,3.8,3.8,2.5,2.8,2025-06
EMP-01682,5.0,3.9,4.1,4.6,2.9,2025-06
EMP-01683,4.2,3.1,3.9,3.8,4.6,2025-06
EMP-01684,4.4,4.4,3.5,3.5,2.8,2025-06
EMP-01685,2.9,2.6,2.7,2.3,3.6,2025-06
EMP-01686,3.1,3.2,3.0,1.7,3.1,2025-06
EMP-01687,2.9,3.8,3.5,3.8,3.3,2025-06
EMP-01688,3.5,3.2,3.0,4.6,4.2,2025-06
EMP-01689,3.7,3.2,4.4,3.3,3.2,2025-06
EMP-01690,2.2,2.3,2.3,2.3,3.3,2025-06
EMP-01691,3.9,5.0,2.2,4.7,3.9,2025-06
EMP-01692,2.1,1.0,2.4,2.4,1.6,2025-06
EMP-01693,2.5,1.9,3.1,3.8,4.2,2025-06
EMP-01694,4.1,5.0,4.4,3.8,4.0,2025-06
EMP-01695,1.4,2.9,2.6,2.8,2.1,2025-06
EMP-01696,4.9,4.5,4.0,5.0,4.8,2025-06
EMP-01697,3.0,1.0,2.7,1.5,2.8,2025-06
EMP-01698,1.4,2.3,1.2,1.8,1.2,2025-06
EMP-01699,2.8,1.5,2.1,1.9,3.0,2025-06
EMP-01700,3.5,3.4,3.1,3.9,3.5,2025-06
EMP-01701,4.1,4.3,4.7,4.9,4.0,2025-06
EMP-01702,3.8,4.9,4.1,4.2,4.5,2025-06
EMP-01703,4.2,4.1,4.5,5.0,4.5,2025-06
EMP-01704,4.5,5.0,4.3,4.2,3.3,2025-06
EMP-01705,2.1,3.2,2.8,2.4,2.9,2025-06
EMP-01706,2.2,2.0,2.2,3.5,2.7,2025-06
EMP-01707,3.8,3.8,4.3,4.2,3.9,2025-06
EMP-01708,2.7,4.2,4.7,4.5,4.8,2025-06
EMP-01709,2.7,2.5,2.7,2.2,2.4,2025-06
EMP-01710,5.0,5.0,5.0,5.0,4.6,2025-06
EMP-01711,1.9,1.0,1.8,1.1,2.0,2025-06
EMP-01712,4.4,2.6,3.2,4.5,3.7,2025-06
EMP-01713,3.0,2.8,4.5,2.8,2.8,2025-06
EMP-01714,4.3,4.0,3.8,2.8,3.7,2025-06
EMP-01715,2.9,3.5,3.8,3.4,2.8,2025-06
EMP-01716,2.5,3.5,2.5,2.9,3.2,2025-06
EMP-01717,3.6,3.7,4.2,2.8,3.6,2025-06
EMP-01718,3.6,3.0,2.3,3.2,4.0,2025-06
EMP-01719,4.1,3.2,5.0,4.8,5.0,2025-06
EMP-01720,4.7,4.3,5.0,5.0,4.8,2025-06
EMP-01721,3.1,3.1,3.4,3.3,4.0,2025-06
EMP-01722,2.4,1.2,3.2,2.0,3.1,2025-06
EMP-01723,1.1,1.9,2.8,2.5,2.5,2025-06
EMP-01724,5.0,4.4,4.3,5.0,5.0,2025-06
EMP-01725,4.2,4.8,4.9,4.9,4.6,2025-06
EMP-01726,3.9,4.2,4.4,5.0,5.0,2025-06
EMP-01727,2.9,3.7,3.4,3.3,3.6,2025-06
EMP-01728,4.4,3.1,4.0,3.3,3.7,2025-06
EMP-01729,4.3,3.9,5.0,4.2,4.3,2025-06
EMP-01730,1.3,3.4,2.9,2.8,3.3,2025-06
EMP-01731,3.6,3.2,4.5,3.0,2.8,2025-06
EMP-01732,2.0,2.9,2.0,2.1,3.5,2025-06
EMP-01733,3.3,3.2,3.5,3.9,4.1,2025-06
EMP-01734,5.0,4.9,4.2,4.3,4.1,2025-06
EMP-01735,3.8,4.7,4.8,3.6,4.9,2025-06
EMP-01736,3.5,3.2,2.8,4.0,2.9,2025-06
EMP-01737,1.0,1.0,1.2,1.4,1.0,2025-06
EMP-01738,3.4,2.4,3.5,2.2,2.5,2025-06
EMP-01739,3.5,3.5,3.5,3.9,3.1,2025-06
EMP-01740,3.2,3.5,2.6,2.5,3.6,2025-06
EMP-01741,2.7,3.2,4.0,3.0,3.6,2025-06
EMP-01742,4.1,4.3,3.8,2.9,3.9,2025-06
